sample_id,AC004687.1_T,AC004817.3_T,AC005224.3_T,AC016596.1_T,AC104506.1_T,AL627171.1_T,ALOX5AP_T,ANKRD28_T,AREG_T,ARID5B_T,BATF_T,BAX_T,BCL2L11_T,BCL6_T,BHLHE40_T,BTG2_T,CAPG_T,CBLB_T,CCNH_T,CD83_T,CEMIP2_T,CH25H_T,CRISPLD2_T,CRYBG1_T,CSF2_T,CTLA4_T,CYTOR_T,DTHD1_T,EGR1_T,EGR2_T,ERN1_T,FAM13A_T,GABPB1-AS1_T,GADD45G_T,GALNT6_T,GEM_T,GFOD1_T,GNG4_T,GPR183_T,HAGHL_T,HAVCR2_T,HLA-DPB1_T,HMGB2_T,HSPH1_T,ID3_T,IER2_T,IER5L_T,IFNG_T,IGLC3_T,IKZF2_T,IKZF4_T,IL2RB_T,IL6ST_T,IRF1_T,IRF4_T,JUN_T,JUNB_T,KCTD7_T,KLF10_T,KRT86_T,LINC02076_T,LINC02099_T,LINC02175_T,LINC02273_T,LTA_T,MAFB_T,MEGF9_T,MNDA_T,NCR3_T,NEAT1_T,NFKBIA_T,NFKBID_T,NPC1_T,NR4A2_T,OGA_T,OGFRL1_T,PAQR6_T,PDK4_T,PELI1_T,PIM2_T,PLEC_T,PMAIP1_T,PNMA5_T,PRDM1_T,RASGRP4_T,RGCC_T,RGS1_T,RGS16_T,S1PR1_T,SLA_T,SOCS3_T,SYTL3_T,TAGAP_T,TGIF1_T,TNF_T,TNFAIP3_T,TNFRSF10D_T,TNFRSF25_T,TNFSF14_T,TNS3_T,TRBV4-1_T,TSC22D3_T,TSPYL2_T,TXNIP_T,ULK1_T,VAMP1_T,WDR97_T,ZFP36_T,ZFP36L1_T,AC005224.4_T,AL603756.1_T,AC007384.1_M,AC009237.14_M,AC016596.1_M,AC091271.1_M,AC118549.1_M,ACRBP_M,ACSL1_M,ADPGK_M,AGAP4_M,AKIRIN1_M,AL138724.1_M,ALDH1A1_M,ALOX15B_M,ANKLE2_M,ANKRD36C_M,ANTXR1_M,AP2A2_M,AP3S2_M,APOL1_M,ARMC1_M,ATG10_M,ATP1B3_M,ATP5S_M,ATXN1L_M,B3GNT2_M,BAIAP2-DT_M,BCL6_M,BCL7B_M,BRD3OS_M,C10orf88_M,C16orf54_M,C1R_M,C6orf62_M,CA11_M,CASTOR1_M,CBX6_M,CCL8_M,CD300LF_M,CD44_M,CD48_M,CD72_M,CFLAR-AS1_M,CH25H_M,CHM_M,CPED1_M,CRK_M,CUL5_M,CYB561D1_M,CYBC1_M,CYTIP_M,DDAH2_M,DERL1_M,DNAJC5_M,DST_M,DTWD1_M,DUSP6_M,EFR3A_M,EHD4_M,EI24_M,EMC7_M,ESYT2_M,ETFBKMT_M,ETS2_M,FAM13B_M,FAM19A2_M,FAM214A_M,FAM72A_M,FARP1_M,FKBP5_M,FOXP1_M,GLI4_M,GPR162_M,GPR183_M,GRASP_M,HADHA_M,HAUS1_M,HECTD2_M,HERPUD1_M,HSPA1A_M,IFNGR1_M,IGLC3_M,IL18BP_M,IQCG_M,IRAK3_M,IRS2_M,JDP2_M,JKAMP_M,KCTD7_M,KLF9_M,KRIT1_M,LINC00847_M,LINC02265_M,LMNB1_M,LSM14B_M,LST1_M,MAFG_M,MAP3K10_M,MAP3K8_M,MCL1_M,MEAF6_M,MEFV_M,MFHAS1_M,MFSD10_M,MGAT4B_M,MICU1_M,MRPL21_M,MSANTD2_M,MSL1_M,MT2A_M,MTERF2_M,MYC_M,NAA60_M,NBPF20_M,NCOR2_M,NEDD4L_M,NEU3_M,NOP10_M,NRM_M,NUCB1_M,NUDT16_M,PCNX1_M,PDK4_M,PER1_M,PI4K2A_M,PIGT_M,PLAU_M,PLEKHA7_M,PLSCR3_M,PLXND1_M,PNRC2_M,POLH_M,POLR2C_M,PPP4R3B_M,PSTPIP2_M,RAP2A_M,RBM18_M,RDX_M,REXO2_M,RGS1_M,RHOB_M,RHOH_M,RNF11_M,RNF144B_M,RPP14_M,RPS6KA2_M,RXRA_M,SAMSN1_M,SAP30_M,SASH1_M,SCD_M,SDC3_M,SELENOH_M,SH3BGR_M,SH3BGRL_M,SLA_M,SLC19A2_M,SLC1A3_M,SLC25A44_M,SLC2A1_M,SLC35E3_M,SMAP2_M,SMCR8_M,SMIM3_M,SMS_M,SPATA13_M,SRI_M,SSFA2_M,SSH2_M,SSR3_M,ST3GAL6_M,STAC3_M,SUMO3_M,SYNGR3_M,TAF7_M,TAPBPL_M,TBC1D5_M,TDP2_M,TET2_M,TEX261_M,TLR2_M,TMCC3_M,TMEM263_M,TNFAIP3_M,TNNI2_M,TRIM36_M,TRIM47_M,TRMT112_M,TSC22D1_M,TSC22D3_M,TSIX_M,TSPAN14_M,TVP23B_M,UBE2I_M,UCK1_M,UNC13B_M,USP40_M,VASH1_M,VEGFA_M,VEZF1_M,WDR4_M,WWC2_M,XIAP_M,ZBTB39_M,ZBTB7B_M,ZC3HAV1_M,ZFAND5_M,ZFP36L1_M,ZNF148_M,ZNF28_M,ZNF354B_M,ZNF503_M,ZNF510_M,ZNF611_M,RASL10A_M,AATBC_M,AC018529.2_M,treatment,patient_id
BIOKEY_10_Pre,506.46426,41.608524,17.049347,7.727849,7.5670843,46.590008,3229.857,284.9638,19.851547,842.3711,1861.5559,1418.4265,189.57303,18.760895,2611.8074,1201.3706,1286.8462,1373.103,539.75195,292.56223,715.2213,5.77251,19.018597,147.33945,544.2828,1469.5284,1399.7164,82.97885,417.02466,317.36423,165.18596,32.055435,594.52673,553.1444,94.47526,645.4779,75.28434,483.71213,122.0428,140.844,1428.8965,2150.8403,1221.8008,522.5487,363.5896,1816.7638,102.65487,2534.2092,416.36566,81.02292,616.6262,2616.552,412.6874,1877.9917,257.66364,4380.978,4382.8003,174.96242,541.7176,1176.632,0.0,50.962273,0.0,38.803272,1068.9482,22.711544,143.63295,27.116179,83.56714,1703.4421,2430.4543,480.05493,179.34267,803.60254,915.282,34.432262,0.0,0.0,749.7832,807.03186,1314.1145,134.55722,0.0,1083.6306,0.0,2155.8286,2882.1052,1820.3167,51.00658,1933.2145,450.7106,387.77917,277.57315,670.0124,1342.2528,1973.5826,19.43439,1479.4608,613.8025,811.92303,37.562668,1660.058,480.95407,1921.4141,49.185978,237.3478,0.0,1896.5833,5021.879,9.930745,0.0,4.646301,2.5743842,0.0,14.213735,48.2029,10.67163,91.184944,214.29115,6.340537,95.84692,9.642126,137.75508,16.706518,58.003956,27.530657,23.220661,174.87354,38.550896,93.60152,71.25017,26.361845,183.98509,15.660367,38.156914,100.84902,26.480446,22.133036,122.07668,10.6787,7.6085935,9.334845,33.037716,253.32855,46.158726,3.46229,52.55398,299.90414,42.842007,422.5886,114.64429,97.88604,0.0,0.0,70.454865,132.10931,96.73341,92.839386,13.529346,190.22264,62.13828,165.20326,99.54451,113.882576,208.74146,65.663376,152.5797,176.78792,149.02171,121.54184,132.33124,33.276573,11.276705,51.434513,67.0753,0.0,22.098406,6.398117,67.9834,63.613976,81.567955,14.514612,11.524425,101.19286,3.6534739,192.88889,51.298786,60.535927,231.33818,200.41846,194.07037,69.54244,126.45495,45.271313,30.183777,11.574475,30.21815,79.41838,36.252316,35.59986,62.136032,31.917913,0.0,47.413887,11.540395,444.87198,68.728325,14.982736,121.361336,303.15076,154.96146,3.1845064,63.328728,146.24063,48.08824,41.44375,77.57885,12.679361,48.267975,518.03906,6.846131,54.00276,54.612183,6.239494,117.57586,23.896011,48.647945,478.8361,20.621824,276.83585,109.14914,51.78908,11.441044,15.718424,43.171307,119.8885,347.39438,13.511969,10.456487,270.14587,159.43741,9.141116,26.718355,114.66266,84.757904,95.56912,63.28307,82.55835,84.36831,203.72156,192.09108,26.927929,73.11416,92.340965,30.658054,80.49461,79.41883,85.36738,16.826077,110.00053,176.20218,316.8017,472.57346,3.6534739,446.76926,123.67902,6.475065,133.99496,23.774904,28.59917,27.315826,111.657104,31.457865,50.60434,283.9364,10.650367,208.64824,62.83194,38.39057,281.7839,105.8618,95.42335,290.16388,0.0,111.6326,83.2398,105.33969,98.06928,80.106186,46.747486,153.45195,20.550486,39.080795,92.81501,42.626984,11.793775,91.81789,419.23657,58.088303,204.84306,0.0,107.20527,35.69724,223.02655,72.77404,27.184395,12.711593,130.21892,17.1421,68.5536,8.752601,43.38589,96.14333,7.3504124,44.070087,144.22913,229.13943,469.23627,94.91766,22.235733,8.335728,19.512342,4.343634,7.002369,13.058479,12.615222,7.7476854,0,BIOKEY_10
BIOKEY_10_On,222.16061,220.69278,88.135345,15.073813,12.993702,89.30786,2812.8723,1078.5476,586.6103,1809.6962,2548.1748,1477.0314,290.21033,128.71193,1729.4846,641.3796,630.9892,2302.619,818.6865,159.15355,1622.6157,224.21892,46.983433,718.2127,63.937347,2676.6492,1654.698,242.9114,241.50658,140.2106,655.3846,137.37474,989.1961,176.97183,42.512222,393.24765,166.31444,873.24835,169.04771,101.205345,1559.9576,2364.755,1875.6049,882.49677,187.8807,1167.0421,55.361435,1747.2014,347.77704,143.41136,352.3572,1993.3589,1625.8015,1150.8995,320.98886,3309.2524,3555.2375,137.78027,118.1193,745.215,28.923384,165.2308,5.8824973,31.31172,527.3763,55.938175,125.562904,45.771038,115.67141,2677.6917,3701.2898,261.1533,345.89563,461.2224,1037.7095,158.28206,26.38907,49.59522,1176.564,976.6433,1122.219,848.99567,17.123451,2848.2788,2.0407865,1656.7814,5018.5903,340.0507,32.799866,3204.4426,320.06735,925.46924,1074.9874,1538.7369,811.5045,2721.3044,27.635435,1014.07184,96.23363,961.65985,117.86029,4591.6514,922.1058,3622.49,103.41309,173.26045,14.171753,4332.005,3394.4495,39.45209,41.200546,11.332625,4.768139,2.4394016,27.364439,34.41524,27.823116,136.86118,228.84909,4.4254045,64.09036,10.986552,191.29225,38.629753,54.36403,10.891754,18.293379,181.9838,37.920815,136.35385,52.42524,27.01532,225.38126,33.37211,23.745304,91.230865,12.158886,45.914448,79.52445,3.3181386,7.37749,1.9610175,9.618156,241.63916,68.00114,7.620792,17.717049,188.1684,78.10765,498.29752,196.61678,148.41243,5.8189235,22.158016,35.382256,87.90905,77.26343,74.521866,5.6143417,194.43596,85.147934,164.8068,146.61917,76.44159,135.69255,44.9127,78.20152,155.93501,125.664185,82.64867,166.41205,39.80835,3.7965515,82.87396,50.773945,7.863864,23.390167,27.446383,48.638275,156.27054,72.92349,16.19102,5.3467135,152.58807,28.940928,215.00589,62.496853,35.500233,444.77823,685.6892,255.3043,45.883533,217.96269,21.543549,66.36405,35.047115,48.75914,114.97432,17.225388,79.15862,47.659245,48.78595,5.689015,61.183754,14.316687,468.33087,44.59755,7.198007,150.49626,406.78305,144.02608,11.659413,25.184208,121.802025,42.529503,74.55632,88.82353,5.6098776,32.69153,714.11743,6.044259,104.7882,66.90705,5.392695,116.0247,24.071554,28.573578,411.08575,29.505762,340.10016,140.96791,69.06609,170.53137,113.5563,47.552162,145.51399,211.21716,22.11668,1.9894992,209.683,104.50863,11.026859,53.508137,86.408035,148.9129,79.0279,43.548977,94.83569,50.483013,644.7525,376.54462,62.50081,62.59219,169.69788,24.24927,45.605,67.573494,193.33762,50.45297,78.28569,130.10228,288.23877,384.55783,1.46005,495.78946,163.81233,19.31505,273.7539,14.870583,16.17109,39.709614,181.59842,22.724607,101.17673,239.48532,43.832096,209.25693,68.068794,67.31367,337.20917,81.86694,122.65863,255.86414,2.4091191,100.15394,107.39854,81.97651,55.95563,47.823017,31.54713,197.85037,17.175701,36.67244,280.47824,11.73064,6.752713,56.031807,288.19867,67.74837,476.06485,8.390758,181.91142,52.94869,270.11978,43.50202,10.725887,12.368558,106.0298,35.855587,47.73793,6.604472,24.554865,60.549812,5.476382,43.885967,88.85058,327.5355,435.2098,72.17997,15.496354,6.0127764,11.999757,6.10601,11.312838,9.298422,9.2398205,4.2646403,1,BIOKEY_10
BIOKEY_16_Pre,386.51886,99.95024,74.96751,0.0,0.0,19.702888,3543.9421,285.86972,110.62685,1550.8035,2112.12,1314.8701,329.0235,140.32819,1131.745,868.909,403.39624,1553.8528,791.3521,382.11554,1348.8899,16.267012,0.0,646.0257,253.38939,3100.7961,1166.8013,248.96805,182.06224,138.69191,326.63644,139.61366,443.45813,568.43146,43.638073,367.27924,123.96711,559.57825,192.21854,90.62508,573.388,2274.656,2266.4858,781.25543,259.13275,1502.1101,19.803,1363.7423,170.98178,273.35892,383.13727,1573.7871,2243.6768,1073.9222,131.58958,2000.9906,5882.5967,221.0145,87.22931,1313.1704,0.0,105.98714,0.0,0.0,793.722,32.43454,180.63658,27.83159,110.247475,1752.9738,3152.3374,502.71704,271.25647,1292.4607,1063.5553,69.97286,0.0,0.0,705.4955,1169.6985,833.2038,457.00925,0.0,1172.0747,0.0,1175.2502,3450.2366,307.17664,88.47881,2287.8389,604.98065,532.312,890.655,614.2394,1124.092,2376.7637,42.908173,1428.6906,318.4899,60.373615,54.969845,4508.629,433.54025,2854.6272,55.565998,110.32328,0.0,2441.8284,4529.303,0.0,13.0278845,7.8226132,1.7670496,0.64013726,26.261265,31.346058,21.211264,178.37505,206.48167,5.1299405,106.89262,1.2503932,83.04822,16.768282,74.27473,18.377016,25.086477,167.49629,32.014893,84.70117,71.58441,22.304443,170.10712,35.081463,24.430477,122.59443,18.963915,51.48474,92.312004,8.293509,12.727352,10.946132,9.409376,353.35043,22.839869,3.7162328,47.777523,307.6088,60.037025,394.79803,237.7707,99.244286,1.8372611,10.106478,50.838596,80.45779,102.66458,92.23002,15.582908,202.22227,72.834145,172.88492,125.189285,108.1072,112.7571,43.30995,237.47136,215.35046,157.0857,104.439095,135.5743,35.829674,9.824006,103.345276,85.36769,4.4906983,23.99463,22.659502,39.655064,206.10724,106.571655,13.305822,4.196105,137.27391,18.396095,187.36952,51.755405,23.18829,301.10556,186.89317,302.97336,49.090496,117.48707,29.728094,72.815575,47.018738,63.083805,121.34008,17.57572,68.24427,50.54551,42.505936,0.50375783,54.574512,24.495554,428.5775,62.310654,11.187254,162.88742,444.73962,114.32442,17.47278,45.848167,107.48231,48.204952,69.28328,93.83924,7.906796,69.63715,643.67206,7.12593,25.131374,87.20293,17.664793,146.13455,36.126446,27.45068,347.81656,26.075691,268.81863,102.2806,82.687,37.862408,86.8262,73.324005,135.28108,250.17505,20.553036,19.311052,213.6521,198.20433,6.83799,39.16061,93.642525,122.83803,78.32568,55.597458,107.17394,79.42944,458.7571,233.91507,40.374416,99.265175,145.15576,40.208427,33.724022,116.58774,222.07501,69.60873,101.16498,182.33305,330.65817,341.83197,3.8331017,407.38,206.47488,9.294345,249.9326,33.746136,29.16888,46.134975,173.9515,66.95141,65.76418,244.9056,66.1861,178.62672,85.44381,74.35984,256.0769,114.11736,101.81754,307.46854,1.4985734,103.832214,82.7896,120.89351,84.422455,68.317,39.083847,154.21347,43.52818,38.5468,253.67746,24.834661,10.581451,48.60595,278.63174,62.731342,276.1558,9.416063,155.51688,33.784733,242.39151,34.157078,13.001159,33.0805,141.50687,48.82487,80.29217,10.48272,21.723066,98.92594,8.656432,54.511852,175.7136,326.18652,673.5368,96.34387,24.694292,9.712208,32.3726,7.5026217,21.267185,3.0896637,7.025372,12.530566,0,BIOKEY_16
BIOKEY_16_On,155.60034,227.0774,61.56706,33.58652,3.391658,125.329636,2709.8242,576.4759,185.6455,1913.3204,2988.9307,1868.7582,340.72357,192.70393,817.0093,522.13116,447.8072,1773.8451,991.96625,129.62541,1451.865,305.32745,5.3314223,1053.1093,62.701744,3007.8215,1571.3663,435.26416,140.27379,78.73021,616.1592,124.0885,621.97675,265.5256,67.87079,253.32967,418.07672,869.64087,211.15326,75.47362,953.9775,2534.3372,2933.0562,987.2469,283.34885,871.8336,23.223372,938.0642,33.67743,359.653,301.13416,1297.4326,2836.493,924.34875,373.15698,1904.8234,3304.5938,117.24051,106.87217,1375.0538,4.9210315,206.41467,8.047456,78.53503,501.7316,126.55919,133.33583,53.88414,148.80025,2877.8218,4382.2666,268.60516,398.93015,357.68042,1222.1189,252.65778,24.886934,43.218407,1129.1101,1428.3063,779.4953,608.13306,40.779808,2053.8994,13.641064,1098.9232,3995.3738,95.10699,139.58496,3008.762,276.28464,824.9127,1367.6206,869.2225,483.65283,2744.723,87.84708,995.414,110.11135,289.40955,50.987083,4298.571,994.8124,4096.065,90.8574,108.02515,3.5153852,3376.727,2484.6921,32.815937,41.582302,17.012436,3.7094305,2.1050673,27.689701,31.822798,30.267118,207.50949,230.4169,4.1447425,83.08501,3.4248202,80.068886,27.458536,69.524666,18.30767,6.4066277,147.34108,26.428993,87.28171,59.886463,29.384884,208.86263,48.524265,20.829918,93.51359,12.726164,54.351543,88.50239,5.8741903,8.897638,7.104892,5.805648,237.1647,29.382484,5.6829777,28.435173,255.30663,56.59674,376.22308,259.89056,143.58301,4.6335382,73.351585,33.665173,65.0985,72.550835,76.6311,4.7773366,191.28941,106.14142,156.03,134.84642,97.6687,79.66308,38.083458,122.13386,166.84085,154.29068,91.13105,164.31583,36.873703,5.080695,158.0055,60.163757,8.0223465,13.57809,37.074303,35.062653,296.0553,84.28417,9.616956,2.1676762,181.95421,44.108322,210.11865,62.69999,24.396353,449.37326,435.80563,347.98758,9.905137,144.13077,29.63502,78.12412,52.591396,77.36983,115.57916,16.729605,78.90461,55.18127,42.010506,2.821153,78.097565,16.308748,467.6672,51.032875,11.347992,168.1522,465.99835,117.67568,16.379892,37.660107,104.61888,35.649837,79.97919,108.882904,5.8403363,42.5326,832.29834,5.4596086,50.656418,70.58777,5.841858,139.12999,28.65349,23.517382,325.73145,33.8775,307.82986,145.76959,92.89627,39.670643,131.16599,58.086884,139.00453,196.62082,28.678051,7.8519545,223.36081,157.55206,13.717235,67.92009,74.176414,177.45392,66.71106,51.830605,108.56248,81.90089,720.39716,393.79456,58.2231,86.14765,146.60075,28.262318,16.091795,68.4447,240.67474,87.23086,77.260735,117.37429,239.5715,358.44193,4.3191676,427.4795,249.462,24.29379,302.98517,28.545977,19.192633,51.510273,172.57884,52.708534,102.32313,210.74669,62.935722,213.45592,85.82649,103.08333,300.7543,95.30469,110.404106,289.7282,2.4096313,98.50972,101.66131,94.966225,61.89468,53.892788,28.094004,229.13252,37.47689,25.420065,310.97296,18.99789,7.6220365,42.59682,297.04828,81.18202,407.05692,10.923662,189.361,44.821537,278.32474,31.266546,8.175439,24.074947,109.79788,45.793304,62.548416,9.306341,15.415322,71.49636,4.604673,44.638527,141.39117,314.36493,526.2092,78.4209,21.453644,9.883825,24.39548,5.659061,17.58541,3.8057115,3.9088495,6.198675,1,BIOKEY_16
BIOKEY_28_Pre,826.59766,242.45087,21.922926,0.0,0.0,0.0,5028.636,452.5072,254.91396,1543.487,2170.6482,1080.4596,158.90454,99.1126,2211.9756,941.3776,1435.9534,1567.0148,543.88385,584.93756,939.54144,0.0,18.998959,161.76738,712.58075,2977.5193,1739.0413,106.14442,273.9794,188.72064,236.63878,95.753044,381.29553,429.7315,124.3203,1305.2285,96.194244,110.31553,161.00366,122.51748,858.1974,1540.0817,2191.8428,562.50775,401.8399,2349.7253,113.74091,1113.8052,97.272766,65.08032,488.25418,1874.9862,666.7458,1296.7734,332.7253,4123.4434,5704.9653,169.4066,278.70267,1204.5417,0.0,11.220606,0.0,0.0,813.0608,0.0,86.70704,0.0,185.1911,1716.0193,1900.7595,327.63623,132.80917,1472.7375,850.2834,0.0,0.0,0.0,369.15048,521.9574,1200.4727,385.5308,0.0,1174.5867,0.0,2437.196,3210.3037,842.4486,31.045122,1887.2487,792.21545,843.6704,715.02655,773.2836,1248.3383,2527.8455,20.433136,1256.8326,282.9901,614.2608,0.0,3287.8958,365.40793,1210.2982,49.086143,146.07147,0.0,2403.7744,5416.185,0.0,29.004543,11.774602,0.0,0.0,11.182458,28.579891,17.469072,190.64433,206.3897,6.3794193,134.8386,0.0,24.879997,6.298173,87.66724,28.37276,0.0,186.23997,36.538662,56.105927,54.61429,4.884286,157.26407,42.16902,24.339231,112.861115,33.987606,47.99504,107.88528,13.839483,7.5516906,4.884286,17.77262,234.21799,8.889052,4.884286,123.970505,438.4241,58.957947,416.3811,172.58281,92.15603,0.0,9.239867,61.17729,29.555014,111.23168,76.83936,11.050342,148.01817,66.550415,239.0192,88.32807,147.89195,68.98411,60.65982,131.48438,156.52855,210.23123,93.50526,123.030914,21.136883,18.743776,53.546135,34.18767,0.0,19.276066,20.057251,37.14166,161.99254,86.70083,24.180426,17.877392,132.10081,38.19977,158.82494,23.60067,23.714407,202.98822,145.80753,210.78853,22.200788,158.10484,45.149845,50.088577,18.68054,39.64622,21.704102,17.576355,13.839483,74.072426,21.383204,0.0,40.096523,32.752796,509.81827,45.142143,13.222954,114.54448,339.01175,118.05661,12.2680645,77.086876,162.43433,80.69659,51.07139,96.442215,20.881552,60.778465,963.5127,5.6688557,22.472816,65.1242,10.980222,200.82443,25.929287,37.436855,494.47653,31.392199,325.1551,104.0505,75.40192,51.539955,35.91902,104.59851,75.30151,269.1155,22.910492,6.7728453,301.96097,131.19751,5.9842453,45.894,92.282585,209.08665,101.81186,102.768524,75.28741,114.65325,545.2346,267.93378,40.21536,78.350334,110.22617,29.011068,59.254272,119.59639,126.96565,27.515638,93.11226,113.36835,260.79706,493.6541,13.092479,373.33102,171.59665,0.0,44.725296,28.094294,77.82456,29.666807,115.60413,47.71477,36.637737,321.24426,27.335148,183.3249,104.393654,42.231686,272.82962,79.98324,63.881466,334.0528,0.0,81.871925,48.49147,89.4087,135.93681,84.52962,58.105324,179.54442,34.300182,48.213036,252.53583,41.07888,22.194315,48.440334,345.7197,69.17953,162.4947,0.0,153.70668,4.4354677,247.61246,29.71714,24.131216,65.915474,133.39569,110.507545,49.80091,19.589838,25.716671,64.70653,14.510962,94.95179,129.50648,230.09229,636.28516,86.13993,35.111538,8.817422,18.56856,5.9842453,14.769329,24.958694,21.126953,11.988746,0,BIOKEY_28
BIOKEY_28_On,273.97125,516.2374,106.276886,19.757988,17.107069,66.88576,4464.9707,1166.3494,520.5673,1651.0667,2522.34,1439.3931,199.41887,133.0523,1912.4481,760.0885,1034.367,1851.8657,973.22516,148.73273,1452.7847,109.06447,50.594143,652.4395,286.04965,3748.243,2480.67,289.89496,306.5809,60.3384,767.6984,194.13268,649.37524,114.65904,78.52858,759.552,180.86732,423.46588,268.72153,70.48004,1157.7592,1905.3345,3499.3635,481.48303,240.34245,1044.6289,9.795697,740.95703,7.517651,77.63475,205.29068,1587.4956,1540.4186,680.6759,453.83316,1879.2491,4929.111,119.4253,126.52915,114.28682,26.450268,43.027447,15.541115,88.82187,549.5459,37.163498,61.90382,29.951443,304.33218,3514.4526,4524.954,197.13206,295.36383,447.07925,1174.3079,93.80607,28.456947,33.88756,1189.2577,982.9354,809.36694,333.575,47.606632,3360.2034,11.090117,2164.219,4940.317,256.5181,95.92958,2825.7861,566.7348,1328.7626,771.8751,1196.8713,526.74615,3448.2595,58.17351,902.0645,63.953312,823.9207,72.34231,5051.3975,453.1634,3932.062,59.419006,91.268585,12.872095,4124.5957,2329.8203,105.794815,32.785213,7.2424016,0.6906299,0.66459346,11.416445,24.485481,13.127493,336.74692,203.03055,1.3754289,79.4389,4.96747,86.2742,32.201145,73.582596,15.779317,2.8356946,183.3959,21.77601,84.25135,34.94021,22.142029,278.36337,68.1478,23.953331,84.206894,15.543024,62.034107,73.7576,6.309228,1.3485799,4.679668,17.05669,175.6376,42.289684,4.1970334,58.424583,210.08098,104.26959,550.6351,173.40009,79.928734,1.3874702,40.15685,29.602419,31.0662,79.30977,60.426857,9.617595,183.69362,129.1445,173.98634,102.45166,135.38751,72.44495,33.256958,38.169216,131.24762,126.39734,81.925285,112.78514,40.917965,6.4301476,112.77063,37.197227,3.3597627,7.7671814,22.470585,30.577507,195.0994,50.938896,12.983179,7.251379,206.62047,43.756287,256.45074,35.898273,13.674587,268.8574,124.632195,200.29388,0.0,193.50221,37.089394,106.6301,69.2106,54.935497,65.69555,10.675889,75.684425,46.016243,24.822311,1.2311829,50.718643,22.894184,536.265,50.74412,10.345997,199.07956,493.47116,112.99526,16.013733,64.06227,115.64866,53.416527,67.93075,119.778755,3.3624935,60.83561,1428.6198,2.6441755,60.364746,47.045555,5.679672,190.71748,19.447027,25.659843,523.86383,41.93593,360.38953,104.17212,81.50851,97.9087,210.31714,67.43796,98.650505,208.39655,19.353218,5.0770264,292.55975,110.0759,9.534146,51.06779,74.427956,197.63002,99.339,46.012466,140.94261,67.21058,430.9496,357.28455,56.929474,71.50501,172.19847,24.962679,39.686764,121.83768,171.02979,41.974117,41.933006,149.43138,222.85419,426.45578,1.9332811,371.30075,188.139,13.318353,136.88861,19.198853,65.54692,34.619396,198.53314,36.450092,172.14714,291.33347,47.757282,199.19139,75.05631,77.816124,279.6251,48.208496,72.46425,308.6142,1.2040995,58.846474,82.13312,88.76455,90.94988,61.637684,46.893894,183.90224,18.546783,24.712923,319.6149,17.044523,14.659882,29.396507,264.26834,179.33636,435.87338,9.920641,191.52538,22.532152,263.01352,30.861546,22.46671,22.634583,96.58804,152.37189,46.221554,11.082862,21.382692,85.33943,5.160812,60.09456,70.57091,482.51965,534.8787,65.39424,17.014578,7.0153685,11.909787,2.8688626,10.162843,6.210124,6.3879976,3.2190986,1,BIOKEY_28
