,pval,log2fc,pre_mean,on_mean,qval
SASH1,0.0007896146502068597,0.68448627,93.244316,58.019165,0.39803625573525286
SBF1,0.010547067324524331,0.49249125,30.963106,22.008472,0.5774880075753013
SC5D,0.018528187881953158,-0.34128088,28.436235,36.025322,0.6160958075055661
SCD,0.008432237477815028,0.59032786,178.35452,118.46163,0.5774880075753013
SCYL2,0.045676849087442316,-0.23681448,51.54051,60.73471,0.668009398093565
SDC2,0.02301395332189743,1.5620553,58.85112,19.931005,0.6323443341573137
SDC3,0.0068881542113772825,0.28930214,313.35107,256.4145,0.5774880075753013
SEC24B,0.03620009401433353,0.2614446,32.23487,26.89201,0.6607947659770242
SELENOH,0.00410689683718563,0.16570824,469.44098,418.5023,0.5311650753724392
SELENOP,0.020233023615247422,0.8593346,321.3847,177.14941,0.6160958075055661
SELL,0.02074367403457606,-0.6147673,35.316765,54.080948,0.6207151586971896
SENP2,0.030213633605527562,0.57986754,18.865282,12.621349,0.6495453657665972
SEPSECS,0.04927947224728756,-0.83979326,13.5262985,24.209284,0.6703287079598946
SERPINB1,0.01060780196783179,-0.28417853,302.91638,368.86633,0.5774880075753013
SERPINB9,0.04422907893495893,-0.43227643,82.92956,111.90192,0.664009716350008
SERPINF1,0.04764678497435551,0.2971812,272.4079,221.69672,0.668009398093565
SERPING1,0.010056760789583856,-0.48717168,438.39954,614.5021,0.5774880075753013
SERTAD3,0.027055960122923987,0.63107854,62.072906,40.080074,0.6416206568807067
SESN1,0.029058696913590285,-0.483116,44.263947,61.870346,0.6495453657665972
SETMAR,0.044210054258194395,1.6799572,12.501724,3.9016871,0.664009716350008
SF3B6,0.029570905708489432,0.19043826,241.33101,211.48788,0.6495453657665972
SFR1,0.018538613178089438,0.43806463,31.048445,22.917606,0.6160958075055661
SGPL1,0.016070556323377682,0.24850266,184.00899,154.89317,0.6160958075055661
SH2B3,0.039011132414386945,0.33095217,129.73718,103.14256,0.6635580794069232
SH3BGR,0.005677306556503442,2.4349198,9.660364,1.7865272,0.5341003258646149
SH3BGRL,0.0037710051171677217,-0.10484504,414.09198,445.30576,0.5043265463170127
SH3BP2,0.043215714959096416,0.276145,182.53418,150.73575,0.664009716350008
SH3BP5L,0.04007247383980983,0.90834284,25.323483,13.492269,0.6635580794069232
SH3TC1,0.019764320675079654,-0.6205985,79.22905,121.81569,0.6160958075055661
SHARPIN,0.02272111348856156,0.45947915,128.44547,93.411804,0.6313888921215575
SHLD2,0.049046418453927126,0.4431678,50.204956,36.92664,0.6703287079598946
SHLD3,0.04049659169090639,0.90652835,5.2849545,2.8193502,0.6635580794069232
SIAH2,0.01707771820656122,-1.2448808,19.902168,47.167934,0.6160958075055661
SIGLEC10,0.03282684118401414,-0.4750412,119.020935,165.4341,0.6536079162245835
SIRPG,0.03312102880563064,-1.6466737,1.2666547,3.966034,0.6564966347763671
SLA,0.005990449273268211,-0.47348452,146.6951,203.68011,0.5341003258646149
SLAMF7,0.012112922882626012,-0.7510534,119.95489,201.88663,0.5774880075753013
SLAMF8,0.02832774944863835,-0.22027053,268.30258,312.55963,0.6495453657665972
SLC19A2,0.005837803067228842,-1.4389555,9.15959,24.833893,0.5341003258646149
SLC1A3,0.0023463050733308374,-0.591627,162.1474,244.34726,0.47309886459506373
SLC20A1,0.01951739629678915,-0.49247342,104.545746,147.08069,0.6160958075055661
SLC25A36,0.019676164530155554,0.3373151,82.79428,65.532745,0.6160958075055661
SLC25A4,0.048333202487212436,1.1194354,12.491442,5.749485,0.6703287079598946
SLC25A44,0.0013177557792573057,0.49975783,30.001595,21.217892,0.4317732384240565
SLC2A1,0.00197424545421015,0.70687675,32.692886,20.029133,0.47309886459506373
SLC2A6,0.030686199242981542,-0.4160763,49.48252,66.024216,0.6495453657665972
SLC31A2,0.03394136237270187,-0.40794736,217.71404,288.86227,0.6564966347763671
SLC35E3,0.002877630927148342,-0.6632062,32.114834,50.856987,0.5006342286474644
SLC39A13,0.03407558976842771,0.45564392,55.10851,40.18428,0.6564966347763671
SLC45A4,0.025628384844561997,0.5173935,30.217522,21.110954,0.6409096428040528
SLC4A7,0.025312915488898424,0.40165883,126.869415,96.03855,0.6409096428040528
SLC9A7,0.01901521975426561,0.39177564,50.19213,38.25599,0.6160958075055661
SLF1,0.04980474569078702,0.67639726,22.728859,14.222036,0.6711183835185505
SMAD7,0.028879592409858997,0.83618087,47.56656,26.643188,0.6495453657665972
SMAP2,0.0047007346994720825,-0.38710418,141.07126,184.48816,0.5341003258646149
SMARCAD1,0.014493607621968914,0.37002486,33.29911,25.765825,0.6030408450190611
SMC2,0.01681120135929659,-0.4363629,39.48108,53.425346,0.6160958075055661
SMCR8,0.0004108544684051642,0.47144514,45.521263,32.831837,0.39544368911695643
SMG9,0.027430433405560856,0.55859715,54.06497,36.70806,0.6466044077245411
SMIM3,0.0014193765649968986,-1.1432551,61.189182,135.15395,0.4537269297737801
SMOX,0.03435773171776862,1.4899234,19.270794,6.8610086,0.6564966347763671
SMS,0.00185304517146278,0.38882506,299.6766,228.8784,0.47309886459506373
SMURF2,0.029965442294835585,0.7248503,78.662994,47.595818,0.6495453657665972
SNAPIN,0.04889524440146467,0.21399681,132.65587,114.36865,0.6703287079598946
SND1,0.01824174571027782,-0.32108903,122.62616,153.19357,0.6160958075055661
SNHG12,0.011729877648635626,0.44256908,147.21883,108.32702,0.5774880075753013
SNX10,0.036236640731200316,-0.24213077,379.84113,449.25262,0.6607947659770242
SNX5,0.04840334664751782,-0.18384494,183.05923,207.9383,0.6703287079598946
SOCS6,0.013495481864585221,0.84940183,81.26987,45.10598,0.5856824839099651
SOD2,0.024355929117078498,-0.21420503,618.08685,717.0206,0.6409096428040528
SPAG4,0.019197610607777835,0.9947329,10.956528,5.498301,0.6160958075055661
SPAG8,0.011297764428170957,-1.3301438,1.1168671,2.8081136,0.5774880075753013
SPATA13,0.009550342042426423,-0.73773634,27.168398,45.304863,0.5774880075753013
SPATA2L,0.03606802697439565,0.6020423,16.593885,10.932395,0.6607947659770242
SPNS1,0.016467608111600612,-0.26247847,94.71872,113.61867,0.6160958075055661
SPOCD1,0.030224572263109758,2.4969013,15.7721405,2.794142,0.6495453657665972
SPP1,0.037971663815186955,0.45672137,650.4702,473.9588,0.6619261552338287
SPPL2A,0.028539811688243672,-0.16097493,210.02232,234.81387,0.6495453657665972
SPR,0.021923174466361054,0.73819464,48.40481,29.018156,0.6313888921215575
SRGN,0.015777536084669117,-0.22365141,814.7909,951.4193,0.6160958075055661
SRI,0.008539099980928064,-0.3882536,180.0242,235.61713,0.5774880075753013
SRP72,0.03482748328325068,-0.23254979,121.858284,143.17247,0.6564966347763671
SRSF4,0.024527300392037425,-0.28773394,130.7394,159.59637,0.6409096428040528
SSFA2,0.005818710226283292,0.46951935,88.222015,63.714394,0.5341003258646149
SSH2,0.00034572880928905266,-0.7135512,49.184536,80.65456,0.39544368911695643
SSR3,0.004391427272705744,-0.17983721,289.12372,327.50665,0.5341003258646149
ST14,0.048629018080094344,0.20153782,151.16226,131.4542,0.6703287079598946
ST3GAL6,0.0014735069324799145,0.5692435,91.2106,61.47322,0.459815572948128
STAC3,0.003204654633351793,-0.30798575,90.02646,111.45078,0.5006342286474644
STARD8,0.022662192214469693,-0.70727396,27.824337,45.429245,0.6313888921215575
STAT1,0.025658518911021833,-0.20565078,612.9247,706.8287,0.6409096428040528
STAT5A,0.016193290263626408,-0.2654483,103.79026,124.75688,0.6160958075055661
STEAP4,0.018085497839084523,1.3367747,12.118008,4.797577,0.6160958075055661
STK4,0.017705426577388255,0.31172103,153.00876,123.27611,0.6160958075055661
STOM,0.04370175670356549,-0.21909314,223.22931,259.8393,0.664009716350008
STRAP,0.04278138769880886,-0.14022875,122.45375,134.95381,0.6635580794069232
STX17,0.04397850124984862,-0.32641768,36.9646,46.349762,0.664009716350008
SUMO3,0.0005732676927550428,0.123761475,295.45407,271.16528,0.39544368911695643
SUSD6,0.030628035178149347,-0.28560898,115.35851,140.61334,0.6495453657665972
SVIP,0.03284866263304181,0.45801166,36.811394,26.798286,0.6536079162245835
SYNGR3,0.003403720808393843,-0.96010166,1.7273691,3.360505,0.5043265463170127
SYPL1,0.02432052708799755,-0.31935567,102.265625,127.6043,0.6409096428040528
TAF1B,0.02665093961901205,1.0058526,26.694046,13.292989,0.6409096428040528
TAF7,0.0017289127415408298,0.34239212,97.26564,76.71657,0.47309886459506373
TAMM41,0.04617220389023887,-0.72529495,12.616524,20.858124,0.668009398093565
TAP1,0.018489986459667956,-0.43553242,277.5629,375.37878,0.6160958075055661
TAPBP,0.014775660953896885,-0.16701382,357.93576,401.866,0.6070675471390189
TAPBPL,0.0018876877132140205,-0.44890514,69.46692,94.82262,0.47309886459506373
TATDN2,0.040389378243780305,0.6678715,29.292149,18.437494,0.6635580794069232
TBC1D12,0.032404744921150114,0.56170267,56.42259,38.22642,0.6527509628270285
TBC1D13,0.01962537312425887,0.8552099,31.556614,17.44402,0.6160958075055661
TBC1D19,0.03546743440875049,1.6990219,8.92149,2.747773,0.659641804074368
TBC1D5,0.005039903225869079,0.278994,97.39325,80.26816,0.5341003258646149
TCAIM,0.03286411452832651,0.45115173,35.97856,26.316832,0.6536079162245835
TCEAL8,0.01043264357068006,0.21569459,91.1018,78.45062,0.5774880075753013
TCHP,0.046845194921423416,0.40640992,36.18995,27.305265,0.668009398093565
TCN2,0.02992186493844185,-0.48676154,170.74405,239.26292,0.6495453657665972
TDP2,0.004310978090292068,0.48941204,97.35683,69.34876,0.5341003258646149
TECPR2,0.025957182970239096,-0.38142216,15.706997,20.460331,0.6409096428040528
TECR,0.012393535249621992,-0.24461095,136.09528,161.24203,0.5774880075753013
TERF2,0.029357289175465213,0.9073005,28.018875,14.939156,0.6495453657665972
TESMIN,0.030650069466007242,-1.8051882,0.81058955,2.8328056,0.6495453657665972
TET2,0.008002853557063365,0.35939798,67.01285,52.235832,0.5774880075753013
TEX261,0.005708014418754187,0.36932564,42.888046,33.201534,0.5341003258646149
TFDP2,0.03142081967692119,0.54841906,48.63927,33.258026,0.6495453657665972
TFEB,0.044620102875940176,0.31261945,84.04656,67.672485,0.6650801596559369
TGIF1,0.01518720615115188,-0.63194466,79.75006,123.58488,0.6144790145061424
TGIF2,0.013163174125404221,0.7296722,33.763927,20.36103,0.5854826077064852
THAP1,0.035563501519117885,0.50679547,41.773155,29.399277,0.659641804074368
THEMIS2,0.018448771090446407,-0.34306598,196.35797,249.07016,0.6160958075055661
THOC5,0.014922379223771475,-0.6434674,14.780919,23.088963,0.6092756517144178
TIMM22,0.019796176400749908,0.4578132,31.950294,23.26266,0.6160958075055661
TIMM8B,0.03907203775906029,-0.08123237,260.55206,275.6436,0.6635580794069232
TIPARP,0.012431440376424322,-0.87592477,26.882317,49.334,0.5774880075753013
TLR2,0.002623684030866075,-0.35756472,135.02403,173.00107,0.489529776927408
TLR8,0.03462297500674034,-0.8024013,31.973326,55.761528,0.6564966347763671
TMCC3,0.001582510457529728,0.61844575,31.898937,20.778084,0.47309886459506373
TMED9,0.04751871701932048,-0.28517216,203.0607,247.44077,0.668009398093565
TMEM115,0.017445726360676823,0.3874493,54.443817,41.621212,0.6160958075055661
TMEM135,0.040902594230553244,-0.680758,14.801913,23.727198,0.6635580794069232
TMEM143,0.043773279444541506,-0.6758439,5.5227704,8.822797,0.664009716350008
TMEM158,0.017243560554972243,1.7167264,3.31111,1.0073664,0.6160958075055661
TMEM263,0.005263476365395567,0.71351707,37.966892,23.153412,0.5341003258646149
TMEM86B,0.022334135018262834,0.86399764,9.165609,5.0358424,0.6313888921215575
TNFAIP1,0.026425534048506134,0.6932733,26.768824,16.555155,0.6409096428040528
TNFAIP3,0.0018568529003322753,-0.8853836,197.10173,364.0973,0.47309886459506373
TNFRSF12A,0.029359353173893318,0.8393076,50.72343,28.34992,0.6495453657665972
TNFSF15,0.041394366176633994,0.9130133,29.512707,15.673452,0.6635580794069232
TNNI2,0.006876720460348691,0.7184359,43.75936,26.595015,0.5774880075753013
TOLLIP-AS1,0.013266885565834937,-1.6042457,0.7295634,2.2181408,0.5854826077064852
TOR2A,0.010454481555986129,-0.37317976,58.173973,75.34718,0.5774880075753013
TOR3A,0.04339481913099663,-0.137351,120.91196,132.98909,0.664009716350008
TP53INP1,0.01674558810014947,0.71397084,37.146687,22.646101,0.6160958075055661
TPD52L2,0.04443250644434301,0.29766762,169.72961,138.08635,0.6645149109830404
TPRG1,0.04105620741684009,0.5982984,22.180351,14.650845,0.6635580794069232
TRAPPC3,0.019227263188785832,-0.2679768,134.92078,162.46054,0.6160958075055661
TRAT1,0.019865186950296966,1.4154998,4.5160646,1.6929817,0.6160958075055661
TRERF1,0.02006768196590379,-0.83196133,13.219125,23.531414,0.6160958075055661
TRGC2,0.03761837192105587,2.5622537,3.1816952,0.5386955,0.6619261552338287
TRIM14,0.02424821215431291,0.4061453,143.19693,108.0617,0.6409096428040528
TRIM25,0.023009479918214087,0.61940485,73.964676,48.146523,0.6323443341573137
TRIM27,0.033629373029868216,0.331029,98.09282,77.980774,0.6564966347763671
TRIM36,0.007563375264289131,1.6110249,15.167849,4.9654336,0.5774880075753013
TRIM47,0.0010471833260522736,1.078479,72.92407,34.531574,0.4239564090507659
TRMT112,0.003226130082591979,0.3042601,355.2153,287.67377,0.5006342286474644
TSC22D1,0.00119407085367107,-1.0997264,61.127625,131.00508,0.4239564090507659
TSC22D3,5.342357017894551e-06,-1.3461589,173.72485,441.6682,0.07001864311257663
TSIX,0.009367531826935336,-1.3763136,3.0767949,7.987488,0.5774880075753013
TSPAN14,0.001131873273168289,-0.44859108,128.77951,175.74628,0.4239564090507659
TSPAN15,0.017135178891811043,0.94969964,106.46127,55.119286,0.6160958075055661
TSPYL1,0.013692627542481389,0.46101725,58.058693,42.178123,0.5896020993013537
TTC3,0.02171816217161346,0.3467131,167.82843,131.97586,0.6313888921215575
TTC4,0.043540875399939,-0.7704163,9.438787,16.100325,0.664009716350008
TUBB2A,0.014377493903582754,0.86880976,60.740116,33.261192,0.6025969435218177
TUBGCP5,0.043679307240040224,0.583485,19.46359,12.989023,0.664009716350008
TUFT1,0.02922658190934141,1.3226585,4.678348,1.8703921,0.6495453657665972
TUSC2,0.014917598402295435,0.400431,99.54859,75.42119,0.6092756517144178
TVP23B,0.008686116075505075,-0.5583565,23.075659,33.981003,0.5774880075753013
TXN,0.03432551674514686,-0.14469883,528.8298,584.6212,0.6564966347763671
UBE2I,0.0005670374525776397,-0.22659545,248.74335,291.04724,0.39544368911695643
UBE2Q2,0.04217604258595007,0.5561558,81.3544,55.3301,0.6635580794069232
UBE3B,0.015071842091080855,0.5071476,47.11875,33.153328,0.6134670572572537
UBL3,0.010008431136067088,0.4008268,98.23535,74.40582,0.5774880075753013
UBOX5,0.03762978310825502,0.5073977,12.746033,8.966709,0.6619261552338287
UBXN2A,0.026332476110436584,0.61018884,29.97696,19.638235,0.6409096428040528
UCHL3,0.04218792368255689,-0.26993075,63.96193,77.12209,0.6635580794069232
UCK1,0.008490163506543228,0.65709704,45.487694,28.846159,0.5774880075753013
UFSP2,0.02300429142255291,0.51482236,61.02123,42.70748,0.6323443341573137
UGDH,0.031987190748743476,0.54660034,39.077,26.753345,0.6519974692283029
ULK2,0.021641810323632122,0.6019658,19.04302,12.5466,0.6313888921215575
UNC13B,0.009914984015183993,1.1476562,22.699608,10.245647,0.5774880075753013
UNC45A,0.03856717346351545,-0.33126724,37.456593,47.124813,0.6635580794069232
UNC5B,0.011220652641296812,1.247848,44.62043,18.788586,0.5774880075753013
UQCC3,0.025830370187918766,0.41631472,71.572205,53.631653,0.6409096428040528
USP22,0.013602820957759174,0.63044375,125.78257,81.25273,0.588392510542316
USP40,0.004846418082433127,0.90008146,40.65815,21.786932,0.5341003258646149
USP51,0.024849943379644416,1.1544824,8.840335,3.97132,0.6409096428040528
VAMP5,0.01171882948633847,-0.44999284,452.57718,618.2356,0.5774880075753013
VAPB,0.017656923778537923,0.59306735,51.24672,33.973087,0.6160958075055661
VASH1,0.004681497239225634,0.49533856,122.92703,87.20384,0.5341003258646149
VCPKMT,0.010902319818333209,1.0676773,19.730648,9.413225,0.5774880075753013
VEGFA,0.008616573285292554,-0.47675836,49.750107,69.23291,0.5774880075753013
VEZF1,0.0019769947125835314,0.45917594,63.433113,46.14135,0.47309886459506373
VMA21,0.04637560963301145,-0.14330444,172.52962,190.54721,0.668009398093565
VPS37A,0.03763141737467178,0.4650731,71.52353,51.814102,0.6619261552338287
VSIG4,0.011860379217333569,-0.52418286,177.16904,254.79013,0.5774880075753013
VTA1,0.03813078190428689,-0.47304103,46.797325,64.95619,0.6619261552338287
WARS,0.011696825457401888,-0.58886725,233.0759,350.56137,0.5774880075753013
WASHC2C,0.028268013335757593,-0.61232144,51.922806,79.37528,0.6495453657665972
WDR4,0.00500348402657998,0.67434,14.412384,9.031071,0.5341003258646149
WDR61,0.03170503729721274,-0.3937839,54.29023,71.32839,0.6513109391188987
WNT2B,0.029753373443499494,-0.9262115,2.536586,4.820222,0.6495453657665972
WWC2,0.0021009670789748844,0.88417846,28.440073,15.408717,0.47309886459506373
XIAP,0.008896650567053169,0.5787707,90.32506,60.4757,0.5774880075753013
XRCC1,0.04255653267207008,-0.14794698,33.460884,37.07438,0.6635580794069232
XRCC5,0.02035426230965581,-0.24583098,172.3129,204.32442,0.6160958075055661
YIF1B,0.011607221365026064,-0.18019658,153.0114,173.36777,0.5774880075753013
ZBTB18,0.011505105843501852,0.96551687,14.668392,7.511609,0.5774880075753013
ZBTB20,0.02451182325740216,0.49834976,34.630676,24.515612,0.6409096428040528
ZBTB39,0.0009995318510838062,1.1514026,10.0121,4.507321,0.4239564090507659
ZBTB41,0.0346163508688625,0.45692223,21.708126,15.815212,0.6564966347763671
ZBTB48,0.03239423076945165,0.42524844,39.435577,29.368088,0.6527509628270285
ZBTB7B,0.008011008629698852,0.5871368,53.706413,35.750355,0.5774880075753013
ZC3HAV1,0.005866998238057181,0.42252448,125.77244,93.841064,0.5341003258646149
ZDHHC18,0.039537220237122375,0.38382766,40.84088,31.300514,0.6635580794069232
ZFAND5,0.00466878777092673,-0.55242586,270.57486,396.81146,0.5341003258646149
ZFHX2,0.018131747540441705,1.1406853,10.713028,4.8588305,0.6160958075055661
ZFHX3,0.02979158848956218,0.4768656,123.64226,88.84154,0.6495453657665972
ZFP36L1,0.0006397460195135307,0.42842177,593.3885,440.9317,0.39803625573525286
ZFR,0.028745955515264123,0.21484202,97.66904,84.1556,0.6495453657665972
ZFYVE27,0.012637456414109037,0.73009473,32.21256,19.419802,0.5811598372636022
ZHX3,0.013765743243817088,1.7077152,8.805561,2.6957746,0.5896020993013537
ZNF124,0.034323374922410825,0.47954124,38.069557,27.303701,0.6564966347763671
ZNF148,0.008577631432618443,0.3227993,79.40755,63.487686,0.5774880075753013
ZNF28,0.000991842481849586,0.83358085,26.731571,15.000013,0.4239564090507659
ZNF330,0.04742283739826547,0.30175042,98.24176,79.70035,0.668009398093565
ZNF331,0.010446559357621978,-0.8803317,110.557526,203.51413,0.5774880075753013
ZNF337-AS1,0.0480883720879737,-2.180153,0.5934491,2.6895208,0.6703287079598946
ZNF354B,0.007488518191764393,0.5360405,11.756792,8.108202,0.5774880075753013
ZNF43,0.03090579532219848,1.1733608,27.706806,12.284844,0.6495453657665972
ZNF436,0.023318346478908118,1.4437189,9.805847,3.6048102,0.6367035867834115
ZNF469,0.03141089209899418,1.794738,14.588919,4.2048755,0.6495453657665972
ZNF503,0.005776994740942103,0.546596,24.182343,16.556044,0.5341003258646149
ZNF510,0.009992676849818104,1.1834668,7.9527383,3.5015285,0.5774880075753013
ZNF606,0.03900224015732887,1.0100116,12.178589,6.0471845,0.6635580794069232
ZNF611,0.00862143951320824,0.6712213,23.275871,14.616662,0.5774880075753013
ZNF625,0.03414255419427221,2.5901399,2.1942732,0.36440212,0.6564966347763671
ZNF660,0.011004918947483951,-1.3195382,1.6243242,4.054089,0.5774880075753013
ZNF669,0.029863262718654752,1.3379089,13.444345,5.3184977,0.6495453657665972
ZNF7,0.026807525508725293,0.46780863,26.921171,19.465677,0.6411460222244847
ZNF768,0.02050465585958352,0.75563586,24.855217,14.721379,0.6182289510744035
ZNF788P,0.02120262098795009,1.5784949,9.9055395,3.3166819,0.628706663702532
ZNF799,0.041632453701179455,0.72879314,8.060535,4.8637953,0.6635580794069232
ZNF816-ZNF321P,0.04403354166678385,0.9728728,8.719858,4.442685,0.664009716350008
ZNF829,0.049450993830795695,1.8220146,5.4988737,1.5552231,0.6703287079598946
ZSCAN25,0.03350700552306388,0.8225244,12.897178,7.2927303,0.6564966347763671
AF111167.2,0.010414265718481246,-1.8155695,0.9073167,3.1937418,0.5774880075753013
C5orf66,0.03520197973657329,-3.584684,0.05918488,0.71008146,0.6575641204518831
DNAAF1,0.026803029901362747,-2.3417428,4.055975,20.56033,0.6411460222244847
MRO,0.03140663795001926,1.6508547,21.080374,6.7130756,0.6495453657665972
PANO1,0.04838442447039341,-3.7280052,0.06725853,0.89122784,0.6703287079598946
RASL10A,0.007866599915493365,1.626727,12.194934,3.9489882,0.5774880075753013
SLC46A2,0.040452690442071795,-1.3997347,1.46106,3.8550518,0.6635580794069232
TMEM105,0.04951707327477548,-2.3582146,0.14241107,0.73019207,0.6703287079598946
AATBC,0.004776667215752762,1.7791246,10.123785,2.9496675,0.5341003258646149
AC018529.2,0.0001903094784306463,1.8344351,12.236871,3.4312344,0.3563224302505541
AC022400.6,0.01660047108719495,-2.905529,0.24650177,1.8470193,0.6160958075055661
AC025259.3,0.025304346233648686,-4.136084,0.06088555,1.0705318,0.6409096428040528
AC084871.2,0.03143929632121905,-2.2125707,12.876238,59.681416,0.6495453657665972
AC093484.3,0.0494827463358484,-2.9560788,0.22494349,1.7455882,0.6703287079598946
AC104187.1,0.04816885733696307,-1.72467,0.5814954,1.9218686,0.6703287079598946
AC110995.1,0.03531816561565905,0.8663997,32.253803,17.691662,0.6584512045219973
AC136604.3,0.01023378103875442,-3.98857,0.103538126,1.643537,0.5774880075753013
AL731571.1,0.02880671096207951,-1.4139138,0.34470254,0.9184911,0.6495453657665972
EGR4,0.018952506555007752,-4.5458965,0.15764517,3.6824074,0.6160958075055661
ERC2,0.016929476123050066,-1.640812,1.4894867,4.6448345,0.6160958075055661
GRIN3A,0.013429007659111309,-1.3742127,4.737122,12.279871,0.5854826077064852
IGLON5,0.02947408698914362,1.1904253,3.311318,1.4509323,0.6495453657665972
LINC01675,0.048774634771062024,1.8485798,3.0783057,0.85473955,0.6703287079598946
SLC2A14,0.047034955660763385,-3.0555165,0.06780255,0.56370014,0.668009398093565
SLC6A12,0.01592998300204042,-0.84945345,12.940336,23.316133,0.6160958075055661
AC011511.2,0.016457822313916865,-3.8119614,0.12665683,1.7788665,0.6160958075055661
FAM71A,0.03266133202859725,-1.445578,3.2116096,8.747523,0.6536079162245835
MPO,0.012872322891879307,-2.2553442,0.80087173,3.8237474,0.5817544446350499
SLC8A1-AS1,0.01990927236471335,-1.5919662,1.2534666,3.7786994,0.6160958075055661
