,pval,log2fc,pre_mean,on_mean,qval
AMT,0.01593606861838398,-0.9852254,4.649558,9.20437,0.6160958075055661
ANKAR,0.019534153785842556,0.99081343,14.411927,7.251995,0.6160958075055661
ANKLE2,0.0005128328409095013,0.2379415,68.104485,57.749496,0.39544368911695643
ANKRD22,0.024430088524006056,-0.8095357,118.94014,208.46011,0.6409096428040528
ANKRD36C,0.008842186001888004,0.6970592,20.385029,12.574062,0.5774880075753013
ANKRD37,0.04927244805741573,-0.5013951,44.454826,62.92944,0.6703287079598946
ANKRD44,0.04917763808888947,-0.251217,91.466,108.863815,0.6703287079598946
ANTXR1,0.00396161901360054,1.0868921,25.223574,11.874614,0.5244671550577048
ANXA11,0.02367351392159979,-0.1522787,270.78076,300.925,0.6373271013209807
AP002748.3,0.011596318002811799,1.0117995,8.029604,3.9820998,0.5774880075753013
AP2A2,0.008221098788645815,0.37573984,169.81165,130.87555,0.5774880075753013
AP2B1,0.01748493884646743,0.42200097,94.15441,70.27579,0.6160958075055661
AP2M1,0.02625185933788544,0.14761719,347.90033,314.06363,0.6409096428040528
AP3S2,0.009751065699270544,0.8281104,32.18187,18.126968,0.5774880075753013
APOL1,0.0023302538252892757,-0.50381976,65.55984,92.96141,0.47309886459506373
APOL2,0.02679033192282677,-0.257283,80.07692,95.709984,0.6411460222244847
APOL3,0.01752154615544085,-0.50348103,109.8148,155.67676,0.6160958075055661
ARCN1,0.047614955274499694,0.23932116,97.67719,82.74663,0.668009398093565
AREG,0.022545483259405377,-2.5916164,11.321341,68.242065,0.6313888921215575
ARHGAP15,0.034446675225803906,-0.29040742,55.68628,68.103516,0.6564966347763671
ARHGAP5,0.012513549824678902,0.50651413,46.828697,32.963715,0.5774880075753013
ARHGEF10,0.0407850459556705,1.2796973,3.3343182,1.3733454,0.6635580794069232
ARHGEF18,0.03916395777113761,0.82135457,13.593669,7.692798,0.6635580794069232
ARHGEF5,0.03104484104938078,-1.4704618,0.64779556,1.7951101,0.6495453657665972
ARHGEF9,0.042998031884372234,0.8704025,24.66175,13.489835,0.664009716350008
ARL13B,0.030950187559572004,0.60781837,27.356369,17.950928,0.6495453657665972
ARMC1,0.009058161469675993,0.4821628,66.071106,47.30054,0.5774880075753013
ARMC5,0.037320956167972465,0.75411713,17.124035,10.152996,0.6619261552338287
ARPC1A,0.04111108370952827,0.38177118,157.85742,121.15474,0.6635580794069232
ARSB,0.026025720941699252,-0.35404235,40.89794,52.273167,0.6409096428040528
ATF2,0.03640181257018454,0.26019466,56.839302,47.45941,0.6607947659770242
ATG10,0.009796168786037346,-0.50763565,18.231274,25.919737,0.5774880075753013
ATG4D,0.03454330331232286,0.5535691,29.792244,20.298424,0.6564966347763671
ATG5,0.031199991396052732,0.4057542,83.5302,63.052067,0.6495453657665972
ATP1B3,0.0022942698237923996,-0.36800924,186.01035,240.05951,0.47309886459506373
ATP5F1C,0.01566388881303939,-0.23192474,283.31952,332.73065,0.6160958075055661
ATP5MC3,0.03167151324510551,-0.1561304,513.07477,571.7163,0.6513109391188987
ATP5S,0.004133794670634048,-0.48054826,37.29406,52.035423,0.5311650753724392
ATP6AP1,0.019673315661126473,-0.24071258,292.12714,345.17044,0.6160958075055661
ATP6V0A2,0.025979987806988805,-0.43293193,31.209549,42.132088,0.6409096428040528
ATP6V1D,0.011071257574666966,0.30960834,126.179794,101.80953,0.5774880075753013
ATP9B,0.013402352567881285,0.2588209,50.53717,42.237488,0.5854826077064852
ATXN1L,0.008221349913198266,0.5166865,30.147938,21.072666,0.5774880075753013
ATXN7,0.02281842095122922,-0.47308186,29.48855,40.932217,0.6313888921215575
ATXN7L2,0.012779993746205542,1.360113,5.962959,2.3228812,0.5815926860164784
AVPI1,0.047290167084954204,-0.89329714,30.384403,56.436485,0.668009398093565
AZGP1,0.020566246903351966,1.4953802,27.613846,9.794282,0.6182289510744035
B3GALT6,0.04760026450644916,0.5427579,27.953026,19.18856,0.668009398093565
B3GNT2,0.0029906611365647143,0.64425117,123.900276,79.27447,0.5006342286474644
BAIAP2,0.035220412457157596,0.74024934,57.4297,34.37948,0.6575641204518831
BAIAP2-DT,0.002651897170975582,0.9864233,25.24253,12.740601,0.489529776927408
BANK1,0.03498094920317325,-1.0829538,2.7277062,5.778288,0.6564966347763671
BATF,0.017305904835691777,-0.48209926,59.60718,83.2578,0.6160958075055661
BBC3,0.012059867224129295,0.87926316,29.86274,16.23473,0.5774880075753013
BBOF1,0.027872766826583045,-1.9694735,0.5310209,2.0796113,0.649064284085079
BBS9,0.04879418136189259,-0.78082484,6.9452715,11.93276,0.6703287079598946
BCAS2,0.02617890376218883,-0.20363733,64.54318,74.327805,0.6409096428040528
BCL6,0.0005482400023994123,-0.5277736,36.59903,52.764915,0.39544368911695643
BCL7B,0.0031940543221370093,0.61053276,101.68916,66.60181,0.5006342286474644
BEX3,0.03630259582332123,0.73861885,93.605484,56.09897,0.6607947659770242
BHLHE40,0.020627197189336074,0.4944622,141.51181,100.4488,0.618642234894631
BLOC1S2,0.023542932217134868,0.2007394,192.71066,167.67842,0.6373271013209807
BLZF1,0.0451054177002145,0.50818634,41.34784,29.071905,0.6652795016420429
BMF,0.04400304880860919,0.753336,54.02245,32.04775,0.664009716350008
BORCS7,0.03282596787838885,-0.98006064,20.353298,40.147865,0.6536079162245835
BRAP,0.039782261718161925,0.36572224,35.119934,27.255888,0.6635580794069232
BRD2,0.041794474501595444,0.20869236,221.03058,191.26244,0.6635580794069232
BRD3OS,0.004246876283063311,0.945968,8.363382,4.3412743,0.5341003258646149
BRPF1,0.04465559514435473,0.47499466,21.11421,15.191029,0.6650801596559369
BX323046.1,0.04352001137844445,-1.427064,0.5282823,1.4205453,0.664009716350008
C10orf88,0.00952704265539793,0.85013396,9.757393,5.41275,0.5774880075753013
C11orf24,0.028533724725714957,-0.37934467,49.541817,64.44156,0.6495453657665972
C11orf74,0.027015434639994826,-0.47691143,23.15208,32.22216,0.6416206568807067
C12orf49,0.03237359420931224,0.6513039,58.63036,37.33022,0.6527509628270285
C12orf73,0.026033817408860058,0.7166788,28.573435,17.386839,0.6409096428040528
C16orf54,0.008504613140903255,0.74278516,8.470264,5.0616994,0.5774880075753013
C16orf72,0.02456436024345014,0.6117096,81.80763,53.536613,0.6409096428040528
C19orf54,0.036066341327149774,-0.9349434,13.137522,25.11652,0.6607947659770242
C1orf21,0.02283465719269198,0.6772961,62.731236,39.22811,0.6313888921215575
C1orf43,0.041759848447928204,0.16494589,321.36908,286.649,0.6635580794069232
C1QA,0.02137441342394004,-0.17394094,1089.6678,1229.2935,0.6309457479188953
C1QB,0.01655613117830099,-0.17583874,1121.5067,1266.8774,0.6160958075055661
C1R,0.007560715064980439,1.1051803,18.392958,8.549863,0.5774880075753013
C3AR1,0.0251761407247891,-0.22507434,224.11722,261.9566,0.6409096428040528
C6orf62,0.0018025458885078055,0.36330464,259.9588,202.08727,0.47309886459506373
CA11,0.00023793764187003206,-1.0029645,28.172134,56.460167,0.38981087311606855
CALHM2,0.010459698382567367,0.39623946,86.12541,65.441216,0.5774880075753013
CALM1,0.04318979990733881,0.15361495,620.15784,557.5188,0.664009716350008
CALM3,0.038039741820064636,0.13370822,394.3034,359.4019,0.6619261552338287
CANX,0.012371835992679674,-0.12882166,369.40894,403.91183,0.5774880075753013
CAPN10,0.022618279575344194,0.8185813,19.06745,10.81123,0.6313888921215575
CAPN2,0.03783285464540153,0.34052914,99.284,78.4097,0.6619261552338287
CASS4,0.03781152795461445,-0.7301676,19.09768,31.679838,0.6619261552338287
CASTOR1,0.00990989450870689,-0.872618,3.7939303,6.94662,0.5774880075753013
CAVIN3,0.04204644135023296,0.9624873,31.776882,16.306988,0.6635580794069232
CBLB,0.01372979040295848,0.4490194,50.213768,36.783623,0.5896020993013537
CBX1,0.03695081272343853,0.26900694,63.69909,52.863277,0.6619261552338287
CBX6,0.0035787301855889505,1.0124477,65.50934,32.473274,0.5043265463170127
CCL2,0.03500168378912646,0.507965,584.71564,411.18002,0.6564966347763671
CCL8,0.007203038183327767,0.6899452,271.3436,168.19977,0.5774880075753013
CCNH,0.02029866266064948,-0.33680612,67.43885,85.1724,0.6160958075055661
CCT8,0.031044273244813778,-0.40749255,119.681465,158.74292,0.6495453657665972
CD109,0.021771868471861244,0.5562525,37.591755,25.564888,0.6313888921215575
CD163L1,0.011598416255684318,0.86068654,28.657879,15.78162,0.5774880075753013
CD300LF,0.0031743773084597165,-0.6165454,66.44769,101.87756,0.5006342286474644
CD302,0.047683152047221386,-0.32894036,88.01584,110.555855,0.668009398093565
CD33,0.034360858126919844,-0.44169948,91.75397,124.620544,0.6564966347763671
CD38,0.019887005586132336,-0.59665203,127.48761,192.78717,0.6160958075055661
CD40,0.010030961241089082,-0.28438368,205.20583,249.91809,0.5774880075753013
CD44,0.008214265661698415,-0.21015994,425.9812,492.78204,0.5774880075753013
CD48,0.0011488414560821571,-0.34202284,202.43983,256.5991,0.4239564090507659
CD63,0.04699546747192719,-0.14215954,784.0698,865.2648,0.668009398093565
CD72,0.005843682180400672,-0.52641875,101.60318,146.34407,0.5341003258646149
CD74,0.04609848401923834,-0.09978795,1823.3394,1953.9196,0.668009398093565
CD9,0.03977780238349052,0.36314687,365.0732,283.83234,0.6635580794069232
CD99,0.04075475000021452,0.23234949,427.69293,364.0725,0.6635580794069232
CDC42EP3,0.01583237135613467,-0.5795473,17.674843,26.412937,0.6160958075055661
CDC42SE1,0.04195221493097598,0.36078587,153.41295,119.46884,0.6635580794069232
CDH13,0.043702132802037566,-0.79666215,0.7042043,1.2232575,0.664009716350008
CDKN2AIP,0.030424409553781697,0.5890524,43.837914,29.142542,0.6495453657665972
CEACAM4,0.018056653116735558,-1.188389,10.448936,23.81293,0.6160958075055661
CEBPD,0.030323780551390567,-1.1142756,172.314,373.03613,0.6495453657665972
CEBPG,0.033775916273611775,0.2961316,103.04026,83.91942,0.6564966347763671
CELSR1,0.03998232160870602,1.252556,11.377802,4.7753086,0.6635580794069232
CEP68,0.014390152161357044,-0.7787042,14.11726,24.21942,0.6025969435218177
CFAP58-DT,0.036478601815050825,-1.0339748,5.8929086,12.066661,0.6610583120110204
CFB,0.012383279994528713,-0.8332214,15.172188,27.031666,0.5774880075753013
CFLAR-AS1,0.0037519910559206636,-1.7631354,1.0637889,3.6108723,0.5043265463170127
CH25H,0.0007344201273123424,-3.2107654,4.0511127,37.50689,0.39803625573525286
CHD6,0.025950034981241623,0.48182467,37.800014,27.067509,0.6409096428040528
CHM,0.00974852441677158,0.8743971,46.457546,25.341745,0.5774880075753013
CHMP7,0.022311657975462685,0.45321575,49.819252,36.388626,0.6313888921215575
CIB2,0.03802733354374287,-2.5800974,0.51334596,3.0697067,0.6619261552338287
CIITA,0.021516242428059832,-0.2684798,157.90712,190.20511,0.6313888921215575
CISD3,0.0117240529651237,0.2911669,222.92958,182.18715,0.5774880075753013
CLASRP,0.04086535334025017,-0.5553748,52.249706,76.78358,0.6635580794069232
CLCC1,0.028927454742882115,0.5308078,39.14011,27.091496,0.6495453657665972
CLDN23,0.012842269557291112,0.3980054,39.361908,29.872019,0.5817544446350499
CLEC1A,0.04065142035289371,-1.0998589,3.9002857,8.359628,0.6635580794069232
CLEC4E,0.019348808186213214,-0.77700967,71.17711,121.96735,0.6160958075055661
CLIC4,0.017215944481486035,-0.18662205,120.19438,136.79272,0.6160958075055661
CLIP3,0.03667914219554346,-4.4790616,0.067412324,1.5033884,0.6619261552338287
CLK1,0.037404808492518156,-0.2892252,89.87991,109.8318,0.6619261552338287
CLYBL,0.031018729972823365,1.2435308,11.360375,4.7979155,0.6495453657665972
CMKLR1,0.04644421659448682,-0.37265405,137.09254,177.49817,0.668009398093565
CMTM3,0.015279515678514667,0.45109725,241.7209,176.81552,0.6160958075055661
CNTNAP1,0.042730911133656437,-1.020832,0.86809707,1.7614459,0.6635580794069232
COASY,0.013838935603582904,0.44297868,63.941948,47.03661,0.5908062700614393
COLEC12,0.046051732785602505,1.107232,47.647964,22.117413,0.668009398093565
COMMD5,0.04113140589853913,0.45100516,108.33689,79.25201,0.6635580794069232
CORO6,0.020923427083664844,-2.1219666,0.44895062,1.9542234,0.624008170757134
CPED1,0.007459376459600934,0.6190302,57.92324,37.714314,0.5774880075753013
CPVL,0.03799773518717141,-0.4670784,204.3233,282.4376,0.6619261552338287
CRISPLD2,0.04143231892453382,-2.2150269,4.4443316,20.634598,0.6635580794069232
CRK,1.3080942087826377e-05,0.4914842,96.40661,68.57334,0.085721509490652
CRYBG1,0.020327477357373624,-0.5061018,77.95616,110.71393,0.6160958075055661
CSF2RB,0.026948615960138915,-0.32545567,86.34921,108.20076,0.6416206568807067
CSRP1,0.026151229526740913,0.32091084,164.05179,131.334,0.6409096428040528
CST3,0.04273933932350969,-0.11361201,1203.2773,1301.8662,0.6635580794069232
CSTF1,0.013899201983020505,0.42980552,30.579182,22.700817,0.5914525824383421
CTBP2,0.015840068361648623,0.61843514,74.2888,48.390022,0.6160958075055661
CTNNBIP1,0.0262550348550689,0.9087737,103.2439,54.991585,0.6409096428040528
CTNND1,0.02261586361715523,0.35137022,144.46655,113.238556,0.6313888921215575
CTR9,0.04154493992469871,0.25884664,69.89542,58.4155,0.6635580794069232
CTSA,0.021526246745362673,-0.25877252,341.1105,408.12518,0.6313888921215575
CTSH,0.04294069493864956,-0.21282656,545.4284,632.12787,0.664009716350008
CTSS,0.038402720317678045,-0.17788833,682.31305,771.8509,0.6635580794069232
CUL5,0.00259782168739538,0.45027855,85.28627,62.42115,0.489529776927408
CWC25,0.03398898044283674,0.35411996,49.298237,38.568314,0.6564966347763671
CXCL9,0.018924715782368373,-0.66378605,482.22385,763.95575,0.6160958075055661
CXorf38,0.02877041331623578,0.3099903,89.487335,72.18471,0.6495453657665972
CXorf65,0.021660425777096357,-1.7535661,0.60843766,2.051597,0.6313888921215575
CYB561D1,0.0022163865918817436,1.0568407,15.286256,7.347852,0.47309886459506373
CYBB,0.021041981544870948,-0.19371787,503.07205,575.3672,0.6253581708305593
CYBC1,0.009248664151403314,-0.19161424,172.94264,197.50755,0.5774880075753013
CYSLTR1,0.037673687115930346,0.54482085,52.58629,36.046665,0.6619261552338287
CYTH3,0.04994681986794625,1.1262717,11.5864105,5.307712,0.6711183835185505
CYTIP,0.0005565802483820671,-0.7144482,65.5396,107.54101,0.39544368911695643
CYTOR,0.04377876912894915,0.3397292,113.58435,89.753174,0.664009716350008
DAB2,0.015654075086064048,0.25565735,428.58374,358.98407,0.6160958075055661
DBNDD2,0.03994426569543316,0.3046208,136.65533,110.64368,0.6635580794069232
DCP2,0.02376608310376619,0.22109367,108.9452,93.465706,0.6382907814449683
DDAH2,0.008347360518218798,0.2810577,195.06734,160.53796,0.5774880075753013
DDT,0.04407836567705215,-0.23446886,180.72717,212.62073,0.664009716350008
DEGS1,0.034793181649246586,-0.16628808,123.10587,138.14542,0.6564966347763671
DENR,0.0294818664745923,0.2713848,127.971596,106.02753,0.6495453657665972
DERL1,0.0021689470363766223,-0.31696245,102.919464,128.20729,0.47309886459506373
DERL3,0.01333770967961701,1.3347116,15.001125,5.9475164,0.5854826077064852
DLD,0.010071930142494507,-0.30985343,72.22277,89.52603,0.5774880075753013
DLGAP4,0.02663406479173485,0.3944615,87.77132,66.77407,0.6409096428040528
DNAJB1,0.01132858876067142,-0.96029997,137.95882,268.42847,0.5774880075753013
DNAJC5,0.00372887826383572,0.45438477,116.82965,85.26477,0.5043265463170127
DNASE1,0.032472395964549323,1.480882,11.738642,4.2056,0.6527509628270285
DOCK11,0.03506305569029516,0.2904028,78.75829,64.39859,0.6564966347763671
DST,0.002219960591017657,0.6002507,126.56374,83.48642,0.47309886459506373
DSTN,0.039879314008860134,0.30998614,192.38297,155.18562,0.6635580794069232
DTWD1,0.005803343758791386,0.7086402,47.70275,29.189152,0.5341003258646149
DUSP1,0.026585363675038512,-0.48550227,489.43948,685.2511,0.6409096428040528
DUSP4,0.04239430034856959,-1.0145711,9.782785,19.764183,0.6635580794069232
DUSP6,0.005559195844803563,0.92623895,169.50763,89.19973,0.5341003258646149
DXO,0.04955994474344783,0.45321146,17.562641,12.828018,0.6703287079598946
DYRK2,0.03651720703689682,0.6054111,27.318039,17.955711,0.6610583120110204
DYSF,0.017223987496271437,-0.43181747,66.56862,89.79653,0.6160958075055661
EBI3,0.029957162839510956,-0.6852749,49.736877,79.97731,0.6495453657665972
EFCAB14,0.022583510593360025,0.4120365,129.42877,97.27371,0.6313888921215575
EFR3A,0.0068254718757713795,0.39445,171.8793,130.76222,0.5774880075753013
EHD4,0.0034947769122052005,0.41417488,163.97554,123.05521,0.5043265463170127
EI24,0.004541424201221507,0.50396436,100.61572,70.95083,0.5341003258646149
EID3,0.04845164842677037,2.3582335,4.0289083,0.7857572,0.6703287079598946
EIF2S2,0.025464526096200465,-0.1931443,228.79211,261.5672,0.6409096428040528
EMC3,0.03994471438374749,-0.25924143,114.32779,136.83313,0.6635580794069232
EMC7,0.008752502553730468,-0.30372882,127.68172,157.60144,0.5774880075753013
EMP2,0.032169308437779896,1.0278974,51.581646,25.296898,0.6527509628270285
EMP3,0.026593180796967396,0.26234022,524.5263,437.3156,0.6409096428040528
ENTPD3-AS1,0.04018970367483326,0.5832001,25.42057,16.967762,0.6635580794069232
EPB41L1,0.048769426219791044,1.7123778,10.819795,3.301733,0.6703287079598946
ERBB2,0.03000320847189451,1.306865,9.659372,3.9043016,0.6495453657665972
ERBIN,0.018719470810970015,-0.39954588,64.269745,84.77775,0.6160958075055661
ERCC3,0.04242232254578835,0.38791162,40.229248,30.744602,0.6635580794069232
ERP27,0.027881447956978396,-1.7589179,1.9450016,6.5827446,0.649064284085079
ESYT2,0.007377291100616027,-0.48992753,28.985502,40.706493,0.5774880075753013
ETFBKMT,0.008530654057105897,1.0811256,10.057953,4.753991,0.5774880075753013
ETS2,0.00015027995714059957,-0.7682717,68.32951,116.38075,0.32826954628065036
ETV3,0.047589349230618014,1.0147775,32.865047,16.265064,0.668009398093565
EXOC8,0.043215171332455705,0.3154604,22.541256,18.114029,0.664009716350008
FABP3,0.043680084291717575,1.0568459,71.816895,34.521076,0.664009716350008
FAIM,0.0448284356933193,1.4965204,26.561583,9.413614,0.6652795016420429
FAM122C,0.028843152592352084,0.8299831,10.355661,5.8254304,0.6495453657665972
FAM13B,0.002971668040357778,0.51062596,69.61099,48.861195,0.5006342286474644
FAM151B,0.04852185265674534,1.4224309,11.678716,4.357132,0.6703287079598946
FAM172A,0.010083741806571086,0.43604645,25.585228,18.91151,0.5774880075753013
FAM177A1,0.023617769203980357,0.27005118,159.14078,131.97388,0.6373271013209807
FAM185A,0.038033160487098566,0.7113483,12.585754,7.686738,0.6619261552338287
FAM19A2,0.009760852126079895,-1.4003695,2.466683,6.511283,0.5774880075753013
FAM214A,0.0012615516305815053,0.85831267,21.186632,11.686489,0.4239564090507659
FAM219B,0.02738745611891272,0.9224243,38.572678,20.35178,0.6466044077245411
FAM220A,0.029398531533497335,0.81964564,37.063923,20.999718,0.6495453657665972
FAM49B,0.04966199320150772,-0.121268764,357.7828,389.15714,0.6710164925849322
FAM72A,0.0028702849436863472,-0.5613609,21.035458,31.041195,0.5006342286474644
FANCA,0.0239362510722177,-0.9020502,12.059979,22.536722,0.6402417542508387
FARP1,0.00803993033973229,1.0121857,70.94459,35.173943,0.5774880075753013
FBXO33,0.03675222890092683,0.65392846,32.943756,20.937317,0.6619261552338287
FCGR1A,0.012084116287686325,-0.4029121,305.66367,404.14056,0.5774880075753013
FCGR1B,0.04773133362193503,-0.5070315,96.38629,136.97678,0.668009398093565
FCN1,0.028713910204579397,-1.0904204,54.025208,115.039154,0.6495453657665972
FERMT2,0.010522280633498334,1.9002318,3.4752455,0.9310193,0.5774880075753013
FGD2,0.03498850057976913,-0.4479465,111.432465,152.00471,0.6564966347763671
FGF7,0.03872455609940633,1.7024693,2.6765728,0.8224031,0.6635580794069232
FGL2,0.04613431321516204,-0.4259796,357.01068,479.6383,0.668009398093565
FKBP1B,0.03193402654072221,0.88387066,8.162996,4.423622,0.6519277033741867
FKBP5,3.305614357239244e-05,-0.8008564,122.70526,213.76913,0.14441480366067677
FLNA,0.04945065781324646,0.33411407,299.3353,237.45404,0.6703287079598946
FLNB,0.024723173160941685,1.510129,42.200653,14.815798,0.6409096428040528
FMNL1,0.017682479744860764,0.33902913,194.8019,154.00514,0.6160958075055661
FOXD2-AS1,0.036323261026548315,1.9869237,3.2328072,0.8155605,0.6607947659770242
FOXN2,0.04384637195228522,-0.45339105,64.97343,88.96518,0.664009716350008
FOXP1,0.00454704940657066,0.6147524,97.719734,63.815086,0.5341003258646149
FPR1,0.03704786190058296,-0.75367504,98.87138,166.70529,0.6619261552338287
FRA10AC1,0.032436712774702,0.41148204,44.768005,33.65885,0.6527509628270285
FRAT1,0.042395733339669416,-1.8500514,4.803116,17.315859,0.6635580794069232
FTO,0.031447889873705344,0.40817448,31.203697,23.514366,0.6495453657665972
FTX,0.028736995464297317,0.6049356,19.996239,13.147542,0.6495453657665972
GAA,0.028208605825636328,-0.23782034,233.04477,274.80865,0.6495453657665972
GALM,0.030744602985884027,-0.23292577,164.24237,193.02023,0.6495453657665972
GANC,0.031423744812727805,0.43209517,31.071892,23.030008,0.6495453657665972
GAS6-DT,0.038206239446569465,2.2476773,1.619529,0.3410126,0.6623587538785234
GATC,0.03464122611582962,0.47303224,28.916508,20.832863,0.6564966347763671
GBP2,0.01323753463921946,-0.5160395,195.17477,279.10464,0.5854826077064852
GBP5,0.0402156247073303,-0.61157984,276.09073,421.84772,0.6635580794069232
GCNT1,0.020162264063825274,-0.45497757,65.63026,89.96343,0.6160958075055661
GDPD1,0.018728519909659857,1.2422104,12.196497,5.155758,0.6160958075055661
GDPD5,0.014736803902592159,-0.7739727,7.02479,12.012194,0.6070675471390189
GGACT,0.04953103008677789,0.64529926,22.824982,14.593384,0.6703287079598946
GGT7,0.04166098817678609,0.7147142,12.842411,7.8252125,0.6635580794069232
GID8,0.03552852635869505,-0.31071433,77.52032,96.15013,0.659641804074368
GINS3,0.04271842289941867,-1.2977943,2.3079765,5.674223,0.6635580794069232
GLI4,0.009141400377518144,0.6500102,18.870745,12.025869,0.5774880075753013
GLS,0.018611148175233756,0.3241278,99.98861,79.86902,0.6160958075055661
GLT8D2,0.044864350953908026,3.4772625,1.9837381,0.17812464,0.6652795016420429
GLUL,0.01645350119038395,-0.18568745,874.7993,994.9607,0.6160958075055661
