sample_id,ADGRG1_T,AHNAK_T,ARID5B_T,BATF_T,BHLHE40_T,BIRC3_T,BTG2_T,C1orf162_T,CBLB_T,CCNH_T,CD38_T,CEMIP2_T,CEP135_T,CH25H_T,CITED2_T,CRTAM_T,CRYBG1_T,CSF1_T,CST7_T,CTLA4_T,CTSL_T,DGKH_T,DTHD1_T,EGR1_T,ERN1_T,F2R_T,FAM13A_T,FASLG_T,FKBP5_T,FOS_T,GABPB1-AS1_T,GLIPR1_T,GNLY_T,GPRIN3_T,GZMK_T,HAVCR2_T,HECTD2_T,HMGB2_T,HSPA6_T,ID3_T,IER2_T,IL18R1_T,IL18RAP_T,IL6ST_T,IRF1_T,ITK_T,JUN_T,JUNB_T,KIAA1217_T,KLF10_T,KLF2_T,KLF6_T,LAG3_T,LINC02076_T,LTA_T,MAFB_T,MIR4435-2HG_T,MNDA_T,MTHFD2_T,NEAT1_T,NFKBIA_T,NR3C1_T,NR4A2_T,NTNG2_T,OGFRL1_T,PAQR6_T,PELI1_T,PMAIP1_T,PNMA5_T,PRDM1_T,PTPN13_T,RGS1_T,RGS16_T,RNF19A_T,SAT1_T,SFMBT2_T,SH2B3_T,SLA_T,SOCS3_T,SPON2_T,SYTL3_T,TAGAP_T,TGIF1_T,TNF_T,TNFAIP3_T,TNFRSF25_T,TRBV6-5_T,TSC22D3_T,TSPYL2_T,TUBA1A_T,TXNIP_T,ZBTB32_T,ZFP36_T,ZFP36L1_T,ZFYVE16_T,TUBA3D_T,ADAMTS5_Fibro,ANGPTL4_Fibro,APOLD1_Fibro,ARHGEF7_Fibro,ARMCX4_Fibro,ATF3_Fibro,BTG1_Fibro,C5AR2_Fibro,C6orf163_Fibro,CCDC14_Fibro,CDC7_Fibro,CDKN1A_Fibro,CEBPB_Fibro,CEBPD_Fibro,CEP126_Fibro,COL6A6_Fibro,CRABP2_Fibro,CRISPLD2_Fibro,CTGF_Fibro,CYR61_Fibro,DCN_Fibro,DDIT4_Fibro,DDIT4L_Fibro,DDX17_Fibro,DEPP1_Fibro,DUSP1_Fibro,ELF3_Fibro,ERRFI1_Fibro,F3_Fibro,FAM157C_Fibro,FKBP5_Fibro,FLCN_Fibro,GBP1_Fibro,GBP2_Fibro,GEM_Fibro,GLUL_Fibro,HERC5_Fibro,IGHG4_Fibro,IL18BP_Fibro,JUND_Fibro,KCNE4_Fibro,KLF6_Fibro,LFNG_Fibro,LINC01355_Fibro,LRRC24_Fibro,LST1_Fibro,MIRLET7BHG_Fibro,MT1A_Fibro,MT1E_Fibro,MT1X_Fibro,MT2A_Fibro,MTHFD2_Fibro,MYC_Fibro,NAMPT_Fibro,NEDD9_Fibro,NFKBIA_Fibro,NR4A1_Fibro,OGA_Fibro,PCDH18_Fibro,PER1_Fibro,PGR_Fibro,PHLDA1_Fibro,PLCD4_Fibro,RAPGEF4_Fibro,RASD1_Fibro,RGS1_Fibro,RGS2_Fibro,RHOB_Fibro,RND3_Fibro,SERPINE1_Fibro,SFRP2_Fibro,SGK1_Fibro,SPRY4_Fibro,STOM_Fibro,TNFAIP3_Fibro,TNFRSF25_Fibro,TRIM66_Fibro,TSC2_Fibro,TSC22D1_Fibro,TSC22D3_Fibro,TTLL3_Fibro,UNC5CL_Fibro,WARS_Fibro,WDR6_Fibro,WSB1_Fibro,YOD1_Fibro,ZC2HC1C_Fibro,ZFP36_Fibro,treatment,patient_id
BIOKEY_29_Pre,0.0,4064.938,425.18253,2931.424,1471.5795,752.6002,825.40265,0.0,1163.0497,253.72769,0.0,724.0203,668.48615,0.0,0.0,0.0,909.322,0.0,425.18253,0.0,2164.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.051,6298.197,845.0566,425.18253,0.0,425.18253,0.0,0.0,0.0,1345.1995,0.0,0.0,1650.3506,0.0,0.0,1849.3959,425.18253,885.1255,4786.407,6781.067,668.48615,425.18253,0.0,4230.6816,0.0,0.0,1422.7904,0.0,704.36646,0.0,253.72769,1411.5737,5080.9404,4608.8423,405.52866,0.0,0.0,0.0,1525.5536,425.18253,0.0,0.0,0.0,5167.6333,1974.3647,1572.862,1168.7971,0.0,425.18253,845.0566,1756.345,0.0,0.0,718.7118,0.0,890.434,2908.5894,3214.491,0.0,4353.495,0.0,934.0783,1042.4813,0.0,1075.7357,5979.8037,425.18253,0.0,360.682,324.35684,141.76347,753.0424,146.1367,318.27655,1327.3728,0.0,15.060716,433.5171,56.055996,771.0915,855.8907,769.4581,139.9371,104.15275,867.482,1753.4817,1662.9054,1077.8519,2807.549,439.0461,85.070114,2117.733,899.1518,966.7969,35.548878,495.67868,202.4878,0.0,172.2076,96.54681,931.63684,916.8448,1465.3306,1218.0562,385.22705,15.025239,345.56592,785.0656,474.46133,1776.667,193.46916,164.59206,71.602165,15.324863,335.26074,93.67579,1764.14,1065.4031,2830.7288,665.8735,332.64386,328.5292,233.62967,917.4856,425.96432,968.97864,960.6709,382.1717,127.96199,957.8871,35.410286,19.206472,147.8526,0.0,118.025536,1493.8828,218.63301,656.96515,1990.5004,254.5763,465.07278,1600.6781,284.57727,0.0,49.15091,571.2271,1689.115,1586.8741,347.92212,0.0,616.18506,714.42114,1728.7678,106.66181,0.0,1773.6223,0,BIOKEY_29
BIOKEY_29_On,951.37415,1664.8025,1429.7516,3904.8408,2380.0188,2415.0999,541.8174,0.0,1626.3802,1145.1722,821.5508,607.1185,0.0,789.6386,1372.0564,0.0,705.8634,129.71904,1078.757,1711.3235,442.0623,240.93794,174.20091,129.71904,627.26807,448.33136,271.13654,0.0,2257.7646,1193.9634,759.9018,1301.7573,0.0,1117.4025,0.0,890.37836,458.8821,2795.431,0.0,609.07416,853.9415,344.7662,174.20091,1313.2911,1549.5156,473.88046,5373.4517,3429.7153,180.61981,316.7889,403.00742,4613.2354,2338.105,0.0,659.67786,0.0,3151.6396,0.0,1886.896,2035.976,5084.327,3000.3193,514.2263,0.0,0.0,0.0,243.83487,1688.2428,0.0,2184.6846,445.73038,5976.9204,2180.9539,807.73303,2898.1887,0.0,0.0,1426.5575,583.93384,0.0,504.4334,1818.5697,334.51147,1036.5367,3010.7876,1290.6029,0.0,4478.3105,369.14667,938.4256,3984.897,0.0,3964.3481,4570.7964,0.0,0.0,203.92871,703.8962,752.0159,771.9436,0.0,379.02197,2175.9873,0.0,0.0,510.25156,145.33603,656.48566,1410.0162,2293.0808,68.65087,0.0,598.789,1859.1296,1177.5325,770.8589,1972.0676,1156.4866,0.0,1701.182,1633.1576,1990.0638,0.0,714.17737,436.82532,0.0,302.8865,0.0,1008.85657,1298.081,2009.4963,1409.3344,244.72258,0.0,494.86057,1075.1562,1426.4828,1676.1925,0.0,188.84164,0.0,61.635952,145.52155,225.84045,2045.9448,1535.9573,3399.5835,998.4372,571.1011,426.3056,118.81617,2191.5134,1211.5902,287.4576,597.5844,689.21405,234.16081,2405.714,0.0,0.0,1602.0472,79.33141,468.44415,2086.806,792.99176,972.214,850.4886,254.65875,694.12225,2195.6921,206.7003,0.0,0.0,566.4736,2718.656,2572.7263,221.71878,0.0,712.48254,529.80164,1324.8837,0.0,75.03359,2937.4854,1,BIOKEY_29
BIOKEY_4_Pre,343.37067,2244.8088,1287.8687,2644.3413,1791.4384,1569.8646,1324.293,623.90326,746.8811,649.06757,253.27449,734.6413,447.66855,13.834165,795.27405,82.15308,359.712,258.8272,1029.9352,1103.6455,747.00055,354.42056,53.595974,239.01945,214.1938,327.2565,87.68127,283.78098,2437.3113,1499.951,670.27026,849.7458,49.08865,1004.6273,296.03802,191.54044,156.3665,2332.6516,0.0,679.98267,1539.9728,303.27557,52.70996,1018.25104,1962.2845,900.3223,2165.2468,5521.4395,101.851524,253.18793,82.18447,1704.8677,695.7559,0.0,1218.422,0.0,1443.9442,11.549123,1238.4513,1970.9714,2992.8818,4234.2715,862.46027,4.302861,66.87689,16.212498,469.65265,349.13364,16.497467,428.84747,348.88263,2151.5344,810.5462,1522.6849,1861.4138,53.285767,147.18115,1839.594,693.2004,68.53168,254.45729,937.4171,844.84216,578.26544,1571.6233,1366.9849,197.02339,2945.7964,567.0753,1089.4775,1530.9563,111.676216,2103.1345,5173.923,146.70892,17.257685,215.90083,68.33192,129.04587,677.3376,203.75005,132.01582,1584.1315,0.0,21.134844,481.97964,64.058014,548.9939,1258.7214,680.2334,196.56357,355.33392,716.25073,1522.1866,1222.2275,867.32416,3039.9216,425.5445,41.705406,1965.2494,1124.0529,1327.5692,23.32948,811.3509,357.11438,9.765003,254.09842,171.59483,1659.1757,1656.5844,1438.0139,1393.4862,259.69583,150.46617,1181.8131,917.82825,410.03494,1411.5698,122.97499,114.903046,11.78008,114.29714,371.748,61.226673,1792.1831,985.755,2656.0015,455.29715,373.16208,315.36566,244.05476,1603.6667,142.39665,906.9449,794.59204,277.55948,115.066185,810.9517,31.449205,32.317295,330.49008,86.31437,249.07245,1306.2572,448.8236,240.05536,2778.5198,201.39275,334.72247,1484.1396,611.05023,53.741417,33.40931,672.74133,1434.8978,1680.0361,369.99814,22.898008,1446.1746,703.0173,1774.2666,73.92059,25.889328,1300.8748,0,BIOKEY_4
BIOKEY_4_On,393.3957,2146.0317,1955.5297,3868.432,1246.6954,2531.5017,182.23665,535.13477,1436.9645,837.9766,444.3036,1280.9222,395.83032,177.63945,1335.1178,265.3077,1176.6368,11.916616,977.0853,1985.5625,177.25847,323.4114,271.99072,24.249146,507.7949,476.51782,156.27635,132.08444,3405.9734,281.09146,739.3951,1138.2124,0.0,1708.0137,361.78528,411.47324,175.02927,2908.0703,86.54526,268.15536,484.5733,528.0689,85.67112,2400.446,698.2933,1541.8029,1174.2413,1567.0565,167.38597,34.270298,405.22665,2242.6147,1005.6634,43.651592,467.4284,33.181305,1700.1097,24.654766,2500.496,2745.8064,3444.374,3827.9958,117.529625,0.0,95.70175,24.654766,1058.9263,664.2128,71.65068,1751.9619,761.26013,2818.1697,257.62494,2377.449,1830.5082,225.22755,95.69826,3772.4436,25.640087,441.45703,563.78864,1991.2845,1084.049,268.3051,2624.022,1382.6141,384.84998,4668.702,1022.00195,573.8833,4797.737,118.58035,3185.1562,2222.294,108.72885,26.24908,0.0,0.0,637.4542,1022.97217,211.69882,526.94403,2089.5347,0.0,0.0,481.91446,98.21586,261.292,1249.1129,1247.3691,89.1615,0.0,214.6978,1852.9116,1109.2188,687.18604,2254.9841,703.1574,0.0,1811.8319,1893.9043,1127.879,0.0,758.754,675.40063,0.0,925.62317,104.04115,2276.5488,2042.2102,1360.1843,1587.0657,118.85586,0.0,1350.1586,778.3084,1091.4998,1878.8881,0.0,89.1615,0.0,231.01437,98.21586,311.92496,2401.5444,1347.0084,2973.5146,1196.1895,1421.8745,480.75327,375.7288,1556.7042,0.0,802.0616,1068.7949,992.8649,0.0,1915.7147,0.0,0.0,810.52203,153.36691,138.7993,1175.8062,615.4856,370.66928,1885.4607,239.26466,451.4495,1786.1768,857.7854,0.0,0.0,672.22314,2121.5764,2266.7783,205.8735,0.0,1953.9122,240.58386,1628.5267,0.0,135.3935,1227.7584,1,BIOKEY_4
BIOKEY_11_Pre,382.91785,1817.2257,1479.3091,2007.9313,2174.2205,1480.9672,1556.6615,144.53076,855.1298,730.41724,673.522,750.5606,286.91428,0.0,798.81934,0.0,327.53992,599.69336,2445.4163,2582.6855,471.7091,294.2817,47.19569,325.2884,212.16064,394.7024,40.253143,265.58353,1548.3694,2147.8997,308.77374,900.667,252.0162,1103.3018,186.65622,620.9155,78.30955,2431.7305,0.0,310.20856,1129.6964,150.56581,110.188286,690.35956,1530.9188,920.4408,2947.033,5407.843,0.0,299.07693,147.51212,3034.1445,1805.5953,0.0,954.4643,0.0,831.12354,0.0,1837.7632,1505.2043,3316.4602,3945.3838,525.61786,0.0,74.96302,0.0,305.22675,302.82294,0.0,785.316,521.39355,2731.7488,769.4561,1336.9899,2399.5789,74.55926,0.0,2160.2104,721.53485,259.2731,630.2914,587.04456,631.1252,1177.4431,2404.7021,1469.9614,1198.2411,3401.1646,233.61002,1319.7039,737.58545,128.44077,2122.211,5254.043,150.65152,0.0,654.1758,164.93552,69.729485,373.7312,69.895355,468.02103,753.7704,0.0,0.0,541.5715,65.87104,884.5925,1223.8044,1168.2485,0.0,676.13666,607.48065,1956.5437,1689.7539,1797.0178,3613.6416,73.47747,0.0,2385.4614,924.1478,1327.197,0.0,572.11176,317.96686,0.0,152.8611,228.6779,2046.2874,1240.059,1221.5198,1152.8032,248.68944,287.15668,790.34863,1030.0332,430.60074,1661.6332,91.09833,0.0,0.0,97.189026,412.55746,0.0,1434.793,1097.22,3073.8896,572.6876,145.2422,380.64246,234.04619,755.5192,390.32416,1214.3132,692.04816,368.5457,0.0,764.52795,0.0,0.0,358.75647,0.0,159.778,1142.0627,143.87967,295.4466,2851.2783,146.92914,239.90126,1661.6544,350.54962,0.0,135.60052,522.1686,938.518,851.9288,134.55072,0.0,1677.5448,630.9259,2465.401,176.56018,0.0,2610.6538,0,BIOKEY_11
BIOKEY_11_On,797.73,1477.432,1966.0828,2791.0593,1450.9092,1992.1526,594.4194,50.16581,1607.4346,1020.45746,865.8784,1170.294,268.83615,499.72104,2265.2637,13.467935,776.6848,466.04828,2677.7952,3877.2378,208.21745,236.90027,336.723,143.09819,1279.6987,897.1908,107.57815,156.51772,1927.3097,1385.8093,467.33194,1322.3326,774.02783,1340.3477,324.4727,908.8577,98.440346,2831.4377,95.862465,110.30676,608.36414,289.1767,183.43098,1502.7646,909.79315,1236.749,2247.9321,3834.7478,134.79797,88.15367,371.04355,3308.6418,3478.6353,17.632696,682.5901,11.375862,2131.0703,17.25784,1785.326,2899.127,5653.976,3517.9119,307.67038,36.20956,161.75226,12.267096,1051.749,404.8725,66.7187,2799.1426,703.19434,5321.0015,213.29587,1964.0077,2692.696,256.17804,0.0,3067.743,314.84647,335.95456,753.4503,1419.5486,1756.1312,549.7819,3657.1663,1438.9137,618.2065,5639.7163,703.98615,851.2373,4570.546,172.25084,4600.4517,3064.9392,79.3678,23.252947,224.6856,60.487682,310.23837,598.5043,158.37633,1088.7288,1495.388,0.0,0.0,294.83707,154.46011,901.83997,2363.126,2403.1455,57.585125,486.87085,604.2096,1964.5901,2148.4158,2268.4377,2693.3457,579.73535,0.0,2236.1528,1998.2255,2587.3784,0.0,805.64703,576.4949,0.0,366.20514,130.10907,2006.6185,2049.1133,1837.4683,1916.6511,186.5023,0.0,1024.9172,1769.2815,1047.3417,2529.5488,113.80254,0.0,0.0,184.58371,155.63873,171.08456,1988.8329,794.0998,2794.8818,762.7841,816.3607,770.406,349.96848,1926.8435,511.16275,855.0188,593.079,430.51212,0.0,1307.6785,0.0,0.0,665.7848,122.3814,116.69981,1459.7914,711.8384,631.8254,2170.242,270.77338,289.44562,1810.1844,607.62994,0.0,56.566063,460.1696,1862.0078,2108.0093,174.24678,0.0,1750.6759,333.19156,1976.4553,155.5015,68.80174,2573.374,1,BIOKEY_11
BIOKEY_2_Pre,0.0,3019.5183,2682.4998,5107.2227,1060.76,1856.4205,1048.1661,1014.8007,1793.0833,752.9931,0.0,668.0011,859.74115,0.0,0.0,0.0,1423.7539,0.0,1789.0667,2922.5054,1353.875,479.74088,0.0,0.0,0.0,0.0,0.0,668.0011,2552.1538,1332.1505,670.5976,493.6082,0.0,799.7785,0.0,342.41245,0.0,3975.0664,0.0,1188.3374,578.92365,332.57236,0.0,1618.0518,1003.3331,836.50574,1876.0033,6448.6274,811.4093,670.76086,0.0,1552.7715,0.0,0.0,0.0,0.0,380.16504,0.0,2110.4333,2712.7551,1866.5592,4428.096,332.57236,0.0,0.0,0.0,1413.5795,484.98407,0.0,380.16504,0.0,2577.5227,0.0,1164.6909,1692.8689,0.0,0.0,1267.2252,1524.1467,0.0,0.0,484.98407,380.16504,0.0,974.3712,2029.8401,975.8897,3962.634,1143.9817,851.75836,1733.2894,0.0,1875.3098,6305.9634,328.18515,0.0,310.84933,800.58105,121.986176,578.6485,187.7318,302.3474,2131.0195,0.0,0.0,527.12036,78.92364,1000.4363,1454.6765,1216.1075,239.77515,156.99048,538.7894,1693.3335,1291.4852,1299.9819,2906.5793,826.34424,108.31596,2133.5393,873.29315,1412.9635,22.790659,947.70197,266.3379,13.126631,408.54547,181.4653,647.9325,582.53754,1320.2733,1550.75,134.6283,25.087309,361.15094,1044.4635,789.87024,1304.4773,134.38031,206.14842,43.836952,31.40943,519.9386,403.30484,2335.9246,1595.145,2941.3218,754.07886,559.05615,772.64484,150.7754,1475.3198,512.0928,1027.6268,995.0504,267.4386,175.45367,922.15106,46.780277,10.145735,462.20322,68.68991,272.43256,1332.5363,948.2621,877.1436,2300.2046,213.36313,368.53555,1707.039,295.461,29.416338,72.742714,620.0788,1378.1538,967.2527,350.83472,22.860773,639.5146,553.32605,1860.3336,59.805435,79.65118,1719.3527,0,BIOKEY_2
BIOKEY_2_On,159.02724,1672.4813,1289.8882,4455.5215,937.0215,2600.843,159.70837,166.82549,2818.1094,696.0149,125.33143,2516.6714,289.00638,355.841,987.90393,0.0,1462.1882,113.030464,1393.6495,2742.8306,580.4938,586.3824,0.0,43.682255,331.5165,0.0,106.63104,528.8221,3175.557,1818.8733,981.6964,646.7576,0.0,1211.3762,129.08334,0.0,419.5209,1930.7614,0.0,447.71814,537.3725,491.61353,0.0,2582.4553,591.26385,1826.3885,1570.3268,5388.4585,0.0,0.0,199.95096,3848.1196,742.36536,0.0,1049.6244,119.55397,510.02036,0.0,2281.3916,2373.706,6191.9575,2367.592,240.14044,0.0,169.86855,0.0,1886.3486,954.25275,161.37279,986.8593,235.75569,3691.6514,0.0,2343.4053,1717.4838,273.4484,0.0,2636.0366,572.1231,146.85289,166.82549,1595.515,777.6887,119.55397,2790.2415,1605.957,354.8665,6050.39,1554.1737,307.83676,5115.9375,0.0,4692.285,3515.364,119.55397,531.849,305.53482,846.3074,230.04044,656.23193,144.55142,354.54434,2212.3018,26.902697,0.0,431.7125,72.973015,1125.0952,2335.736,2653.5762,253.0239,135.95244,643.1615,1946.2847,1544.8522,1119.5688,2999.212,1408.1975,47.33502,2239.7805,1650.8252,2407.1187,9.273044,854.03796,260.38657,0.0,801.21594,77.46816,556.5088,622.0032,1601.6876,2007.4886,216.80945,50.195362,385.12494,978.22314,710.73816,1275.996,140.74243,93.709236,20.13356,51.646652,201.85597,806.13055,2603.4004,2191.6274,3412.1404,860.46606,1171.5892,847.482,71.67751,2451.3374,824.9584,808.4218,962.183,797.48096,125.17376,1643.2927,18.869179,0.0,1981.3748,111.589645,625.77136,2390.24,1404.6284,630.8984,2745.6663,257.55096,379.415,2000.3328,502.79813,27.402538,79.42659,581.6559,2150.1833,2359.9485,254.62335,0.0,520.5829,595.76,1742.7887,21.786785,104.5305,2705.1604,1,BIOKEY_2
BIOKEY_6_Pre,0.0,2652.4504,623.4036,2076.5396,2179.1836,1196.3287,1327.6741,567.6859,400.0337,1078.8889,0.0,550.75165,511.27798,0.0,400.0337,0.0,400.0337,246.94173,967.71967,732.00653,550.75165,0.0,0.0,476.46408,0.0,0.0,0.0,567.6859,511.27798,1829.6764,0.0,851.5094,0.0,927.2135,797.1759,0.0,0.0,2895.428,0.0,2116.5486,1869.2345,246.94173,0.0,598.70917,1402.1105,246.94173,3049.2122,2763.7837,912.4339,597.6197,0.0,1950.238,375.04532,0.0,0.0,0.0,2380.399,0.0,670.7459,703.84357,4515.0967,1571.3741,246.94173,0.0,246.94173,0.0,0.0,1261.7634,0.0,1384.5422,0.0,2477.0278,0.0,400.0337,1845.477,0.0,0.0,621.9871,0.0,246.94173,0.0,678.85516,623.4036,597.6197,1720.8275,902.519,1677.5367,4083.4822,775.07904,703.84357,2755.7866,0.0,1932.4735,2165.4302,400.0337,0.0,413.79565,65.695526,138.42332,568.38605,252.98802,131.2077,860.86444,17.189064,27.568176,544.89166,51.44931,1280.5055,483.3975,549.40625,271.6934,34.843494,1572.9387,1167.9601,1881.2853,1039.5383,3513.9902,609.3399,34.163345,2237.205,822.4783,1182.341,157.66245,346.44022,206.27959,29.993984,350.266,264.0758,458.62592,842.8502,1268.8495,1527.428,191.94788,10.197298,182.70232,843.3441,458.16595,1543.6597,102.65303,93.803185,31.601488,22.441544,326.78143,57.244106,1487.6987,841.8798,2424.9465,319.5604,255.02567,231.49841,359.0227,1324.0016,116.75545,1021.3278,690.86206,480.79932,302.47864,458.89856,55.082138,18.222826,137.98346,11.51265,250.89445,1352.7618,380.75314,312.17096,3092.682,178.1444,140.54419,1154.0532,368.06256,47.623055,114.20624,671.0478,1650.732,1884.3389,393.77527,19.696636,540.95465,797.5868,1896.3372,47.542957,13.092811,1282.2479,0,BIOKEY_6
BIOKEY_6_On,0.0,1501.5029,2864.3787,3871.7124,1284.7822,3113.8484,1153.9872,332.39398,1839.2236,1625.2676,379.96655,699.7135,0.0,1512.1841,3556.129,0.0,3105.0312,0.0,1556.6163,3278.2195,150.87985,0.0,0.0,283.28522,248.63446,0.0,361.3076,0.0,3465.821,2899.256,793.6745,613.904,0.0,1016.4617,763.9369,106.19387,0.0,5290.5146,0.0,1651.7401,1700.2368,582.6176,0.0,3075.4395,457.08377,1886.1335,2948.4905,5497.485,0.0,0.0,625.4461,5316.8364,510.42764,0.0,0.0,0.0,1941.734,0.0,1694.5841,2216.0352,7521.5747,2929.3025,1291.631,0.0,399.9216,0.0,1385.0349,3483.2295,0.0,338.19095,488.19272,4014.4836,106.19387,2990.6975,3444.4202,0.0,0.0,2806.0002,106.19387,225.88766,649.31964,3279.15,736.82715,921.52606,4425.1357,1376.9246,283.28522,7349.9917,2186.8013,1250.1042,4084.4727,0.0,3304.1755,3189.6055,0.0,930.8451,391.09756,509.9097,226.4382,556.409,144.23763,949.46924,1477.3875,20.422602,2.9815059,366.56198,55.516518,1479.4534,1882.8723,1985.4689,227.13612,50.018776,1229.0271,1532.536,3004.2131,2470.9119,3281.9087,1779.7361,20.09869,1802.079,1121.119,2604.7725,37.654984,804.42694,877.60815,22.217962,988.63525,170.53383,586.9335,815.3342,2123.9998,1838.6084,64.24991,12.64598,261.4417,1540.8547,953.8009,2314.5244,67.44882,28.095774,18.948513,23.013779,77.95556,541.9107,1958.9486,1766.081,2940.4734,651.53864,889.86676,511.38388,901.3437,2191.3862,737.43665,687.09406,670.18585,1188.7161,145.00514,1289.9972,23.013025,2.6845956,683.52936,73.05364,303.05835,1839.9233,869.9334,1283.2683,2729.411,315.66568,227.15341,1513.7499,480.12497,20.099272,63.139988,516.0729,1950.0044,2817.3442,301.79233,9.941078,529.405,689.1332,1718.8397,22.03575,3.3842366,2769.105,1,BIOKEY_6
